,Elong %,Hydrogen Ml/100gm,Moisture,YS(Kgf/mm2),UTS,Hardness,Ferrite (Fn),Hardness_Scale,V,C,Cr,Mn,Mo,Ni,P ,S ,Si ,Cb,UTS(Kg/mm2),Cu,Category,Elongation
443,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
444,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
445,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
446,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
447,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
448,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
449,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
450,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
451,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
452,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
453,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
454,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
455,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
456,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
457,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
458,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
459,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
460,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
461,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
462,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
463,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
464,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
465,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
466,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
467,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
468,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
469,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
470,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
471,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
472,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
473,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
474,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
475,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
476,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
477,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
478,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
479,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
480,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
481,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
482,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
483,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
484,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
485,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
486,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
487,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
488,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
489,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
490,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
491,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
492,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
493,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
494,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
495,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
496,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
497,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
498,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
499,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
500,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
501,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
502,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
503,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
504,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
505,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
506,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
507,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
508,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
509,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
510,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
511,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
512,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
513,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
514,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
515,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
516,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
517,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
518,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
519,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
520,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
521,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
522,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
523,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
524,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
525,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
526,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
527,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
528,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
529,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
530,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
531,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
532,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
533,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
534,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
535,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
536,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
537,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
538,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
539,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
540,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
541,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
542,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
543,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
544,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
545,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
546,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
547,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
548,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
549,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
550,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
551,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
552,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
553,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
554,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
555,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
556,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
557,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
558,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
559,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
560,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
561,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
562,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
563,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
564,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
565,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
566,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
567,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
568,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
569,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
570,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
571,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
572,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
573,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
574,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
575,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
576,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
577,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
578,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
579,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
580,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
581,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
582,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
583,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
584,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
585,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
586,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
587,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
588,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
589,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
590,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
591,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
592,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
593,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
594,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
595,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
596,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
597,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
598,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
599,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
600,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
601,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
602,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
603,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
604,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
605,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
606,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
607,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
608,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
609,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
610,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
611,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
612,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
613,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
614,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
615,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
616,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
617,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
618,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
619,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
620,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
621,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
622,,,,,,,,HRC,,,,,,,,,,,,,  LOTH-OA-FCW,
623,,,,,,,,HRC,,0.05,,1.5,,,,0.015,0.55,,750.5,,  LOTH-OA-FCW,
624,,,,,,,,HRC,,,,,,,,,,,,,  LOTH-OA-FCW,
625,65.0,,,,,38.0,,HRC,,0.05,19.5,6.0,,9.0,,,,,800.0,,  LOTH-OA-FCW,65.0
626,65.0,,,,,38.0,,HRC,,0.05,19.5,6.0,,9.0,,,,,800.0,,  LOTH-OA-FCW,65.0
627,,,,,,32.5,,HRC,,0.15,2.5,1.5,0.35,,,,,,,,  LOTH-OA-FCW,
628,,,,,,32.5,,HRC,,0.15,2.5,1.5,0.35,,,,,,,,  LOTH-OA-FCW,
629,,,,,,,,,,3.0,16.0,1.25,0.35,,,,,,,,  LOTH-OA-FCW,
630,,,,,,44.0,,HRC,,1.0,2.5,13.0,,1.3,,,1.0,,,,  LOTH-OA-FCW,
631,,,,,,44.0,,HRC,,1.0,2.5,13.0,,1.3,,,1.0,,,,  LOTH-OA-FCW,
632,,,,,,,,HRC,,4.5,20.0,1.15,,,,,1.4,,,,  LOTH-OA-FCW,
633,,,,,,59.5,,HRC,,4.5,20.0,1.15,,,,,1.4,,,,  LOTH-OA-FCW,
634,,,,,,59.5,,HRC,,4.5,20.0,1.15,,,,,1.4,,,,  LOTH-OA-FCW,
635,,,,,,59.0,,HRC,,5.0,,1.15,0.5,,,,1.4,,,,  LOTH-OA-FCW,
636,,,,,,59.0,,HRC,,5.0,,1.15,0.5,,,,1.4,,,,  LOTH-OA-FCW,
637,9.5,,,230.0,,,,HRC,,0.08499999999999999,0.525,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
638,9.5,,,230.0,,,,HRC,,0.08499999999999999,0.525,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
639,9.5,,,230.0,,,,HRC,,0.08499999999999999,0.525,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
640,9.5,,,230.0,,,,HRC,,0.08499999999999999,0.525,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
641,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
642,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
643,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
644,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
645,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
646,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
647,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
648,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
649,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
650,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
651,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
652,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
653,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
654,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
655,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
656,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
657,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
658,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
659,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
660,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
661,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
662,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
663,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
664,10.0,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.2,0.65,0.55,0.15,0.015,0.0125,0.4,0.005,275.0,0.15,  LOW ALLOY(SPL),10.0
665,9.5,4.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
666,9.5,,,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.005,0.005,0.4,,275.0,,  LOW ALLOY(SPL),9.5
667,9.5,,,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.005,0.005,0.4,,275.0,,  LOW ALLOY(SPL),9.5
668,9.5,,,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.005,0.005,0.4,,275.0,,  LOW ALLOY(SPL),9.5
669,9.5,,,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.005,0.005,0.4,,275.0,,  LOW ALLOY(SPL),9.5
670,9.5,,,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.005,0.005,0.4,,275.0,,  LOW ALLOY(SPL),9.5
671,9.5,,,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.005,0.005,0.4,,275.0,,  LOW ALLOY(SPL),9.5
672,9.5,,,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.005,0.005,0.4,,275.0,,  LOW ALLOY(SPL),9.5
673,9.5,,,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.005,0.005,0.4,,275.0,,  LOW ALLOY(SPL),9.5
674,9.5,,,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.005,0.005,0.4,,275.0,,  LOW ALLOY(SPL),9.5
675,9.5,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
676,9.5,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
677,9.5,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
678,9.5,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
679,9.5,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
680,9.5,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
681,9.5,5.0,0.1,230.0,,,,HRC,,0.08499999999999999,1.25,0.45,0.525,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
682,57.5,,,275.0,,,,HRC,0.30000000000000004,0.185,11.0,0.8500000000000001,1.0,0.4,0.0125,0.0125,0.4,,345.0,,  LOW ALLOY(SPL),57.5
683,9.5,,,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.015,0.015,0.4,,260.0,,  LOW ALLOY(SPL),9.5
684,9.5,,,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.015,0.015,0.4,,260.0,,  LOW ALLOY(SPL),9.5
685,9.5,,,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.015,0.015,0.4,,260.0,,  LOW ALLOY(SPL),9.5
686,9.5,,,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.015,0.015,0.4,,260.0,,  LOW ALLOY(SPL),9.5
687,9.5,,,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.015,0.015,0.4,,260.0,,  LOW ALLOY(SPL),9.5
688,9.5,,,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.015,0.015,0.4,,260.0,,  LOW ALLOY(SPL),9.5
689,9.5,,,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.015,0.015,0.4,,260.0,,  LOW ALLOY(SPL),9.5
690,9.5,5.0,,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.005,0.005,0.4,,260.0,,  LOW ALLOY(SPL),9.5
691,9.5,5.0,,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.005,0.005,0.4,,260.0,,  LOW ALLOY(SPL),9.5
692,9.5,5.0,,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.005,0.005,0.4,,260.0,,  LOW ALLOY(SPL),9.5
693,9.5,5.0,0.1,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.005,0.005,0.4,,260.0,,  LOW ALLOY(SPL),9.5
694,9.5,5.0,0.1,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.005,0.005,0.4,,260.0,,  LOW ALLOY(SPL),9.5
695,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
696,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
697,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
698,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
699,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
700,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
701,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
702,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
703,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
704,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
705,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
706,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
707,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
708,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
709,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
710,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
711,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
712,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
713,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
714,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
715,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
