,Elong %,Hydrogen Ml/100gm,Moisture,YS(Kgf/mm2),UTS,Hardness,Ferrite (Fn),Hardness_Scale,V,C,Cr,Mn,Mo,Ni,P ,S ,Si ,Cb,UTS(Kg/mm2),Cu,Category,Elongation
182,10.0,,,,520.0,,,HRC,,0.06,12.5,0.3,0.375,0.3,0.015,0.015,0.25,,,0.375,  FW,10.0
183,10.0,,,,520.0,,,HRC,,0.06,12.5,0.3,0.375,0.3,0.015,0.015,0.25,,,0.375,  FW,10.0
184,15.0,,,,760.0,,,HRC,,0.05,21.5,0.25,9.0,29.0,0.01,0.0075,0.25,,,0.25,  FW,15.0
185,15.0,,,,760.0,,,HRC,,0.05,21.5,0.25,9.0,29.0,0.01,0.0075,0.25,,,0.25,  FW,15.0
186,15.0,,,,760.0,,,HRC,,0.05,21.5,0.25,9.0,29.0,0.01,0.0075,0.25,,,0.25,  FW,15.0
187,15.0,,,,760.0,,,HRC,,0.05,21.5,0.25,9.0,29.0,0.01,0.0075,0.25,,,0.25,  FW,15.0
188,10.0,,,,620.0,,,HRC,,0.1,22.0,0.5,9.0,,0.015,0.0075,0.5,,,0.25,  FW,10.0
189,65.0,,,,480.0,,,HRC,,0.075,,2.0,,65.5,0.01,0.0075,0.625,,,,  FW,65.0
190,65.0,,,,480.0,,,HRC,,0.075,,2.0,,65.5,0.01,0.0075,0.625,,,,  FW,65.0
191,65.0,,,,480.0,,,HRC,,0.075,,2.0,,65.5,0.01,0.0075,0.625,,,,  FW,65.0
192,65.0,,,,480.0,,,HRC,,0.075,,2.0,,65.5,0.01,0.0075,0.625,,,,  FW,65.0
193,10.0,,,,380.0,,,HRC,,0.075,,0.5,,46.5,0.015,0.0075,0.375,,,0.125,  FW,10.0
194,10.0,,,,380.0,,,HRC,,0.075,,0.5,,46.5,0.015,0.0075,0.375,,,0.125,  FW,10.0
195,10.0,,,,380.0,,,HRC,,0.075,,0.5,,46.5,0.015,0.0075,0.375,,,0.125,  FW,10.0
196,10.0,,,,380.0,,,HRC,,0.075,,0.5,,46.5,0.015,0.0075,0.375,,,0.125,  FW,10.0
197,10.0,,,,380.0,,,HRC,,0.075,,0.5,,46.5,0.015,0.0075,0.375,,,0.125,  FW,10.0
198,12.5,,,,690.0,,,HRC,0.175,0.01,15.5,0.5,16.0,,0.02,0.015,0.04,,,0.25,  FW,12.5
199,12.5,,,,690.0,,,HRC,0.175,0.01,15.5,0.5,16.0,,0.02,0.015,0.04,,,0.25,  FW,12.5
200,12.5,,,,690.0,,,HRC,0.175,0.01,15.5,0.5,16.0,,0.02,0.015,0.04,,,0.25,  FW,12.5
201,12.5,,,,690.0,,,HRC,0.175,0.01,15.5,0.5,16.0,,0.02,0.015,0.04,,,0.25,  FW,12.5
202,12.5,,,,,,,HRC,0.175,0.0075,21.25,0.25,13.5,,0.01,0.005,0.04,,,0.25,  FW,12.5
203,,,,,,,,HRC,,0.015,22.5,1.25,3.0,8.5,0.015,0.015,0.45,,,0.375,  FW,
204,,,,,,,,HRC,,0.015,22.5,1.25,3.0,8.5,0.015,0.015,0.45,,,0.375,  FW,
205,,,,,,,,HRC,,0.015,22.5,1.25,3.0,8.5,0.015,0.015,0.45,,,0.375,  FW,
206,,,,,,,,HRC,,0.015,22.5,1.25,3.0,8.5,0.015,0.015,0.45,,,0.375,  FW,
207,7.5,,,,,,,HRC,,0.02,25.5,0.75,3.4,5.5,0.02,0.015,0.5,,380.0,1.875,  FW,7.5
208,,,,,,,,HRC,,0.02,25.5,0.75,3.4,5.5,0.02,0.015,0.5,,,1.875,  FW,
209,7.5,,,,760.0,,,HRC,,0.015,25.5,1.25,3.5,9.25,0.015,0.01,0.5,,,0.75,  FW,7.5
210,7.5,,,,760.0,,,HRC,,0.015,25.5,1.25,3.5,9.25,0.015,0.01,0.5,,,0.75,  FW,7.5
211,7.5,,,,760.0,,,HRC,,0.015,25.5,1.25,3.5,9.25,0.015,0.01,0.5,,,0.75,  FW,7.5
212,7.5,,,,760.0,,,HRC,,0.015,25.5,1.25,3.5,9.25,0.015,0.01,0.5,,,0.75,  FW,7.5
213,7.5,,,,760.0,,,HRC,,0.015,25.5,1.25,3.5,9.25,0.015,0.01,0.5,,,0.75,  FW,7.5
214,,,,,570.0,,,HRC,,0.02,19.0,1.75,,10.0,0.02,0.015,0.475,,,,  FW,
215,,,,,570.0,,,HRC,,0.02,19.0,1.75,,10.0,0.02,0.015,0.475,,,,  FW,
216,,,,,570.0,,,HRC,,0.02,19.0,1.75,,10.0,0.02,0.015,0.475,,,,  FW,
217,,,,,570.0,,,HRC,,0.02,19.0,1.75,,10.0,0.02,0.015,0.475,,,,  FW,
218,17.5,,,,550.0,,,HRC,,0.04,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375,  FW,17.5
219,17.5,,,,550.0,,,HRC,,0.04,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375,  FW,17.5
220,17.5,,,,550.0,,,HRC,,0.04,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375,  FW,17.5
221,17.5,,,,550.0,,,HRC,,0.06,20.75,1.75,0.25,10.0,0.015,0.015,0.475,,,0.375,  FW,17.5
222,17.5,,,,550.0,,,HRC,,0.06,20.75,1.75,0.25,10.0,0.015,0.015,0.475,,775.0,0.375,  FW,17.5
223,17.5,,,,550.0,,,HRC,,0.06,20.75,1.75,0.25,10.0,0.015,0.015,0.475,,,0.375,  FW,17.5
224,17.5,,,,550.0,,,HRC,,0.06,20.75,1.75,0.25,10.0,0.015,0.015,0.475,,,0.375,  FW,17.5
225,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375,  FW,17.5
226,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375,  FW,17.5
227,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375,  FW,17.5
228,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375,  FW,17.5
229,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375,  FW,17.5
230,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375,  FW,17.5
231,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375,  FW,17.5
232,15.0,,,,550.0,,,HRC,,0.06,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
233,15.0,,,,550.0,,,HRC,,0.06,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
234,15.0,,,,550.0,,,HRC,,0.06,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
235,15.0,,,,550.0,,,HRC,,0.06,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
236,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
237,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
238,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
239,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
240,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
241,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
242,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,2.5,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
243,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,2.5,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
244,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,2.5,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
245,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,2.5,13.0,0.015,0.015,0.475,,,0.375,  FW,15.0
246,15.0,,,,550.0,,,HRC,,0.115,26.5,1.75,0.375,21.25,0.015,0.015,0.475,,275.0,0.375,  FW,15.0
247,15.0,,,,550.0,,,HRC,,0.115,26.5,1.75,0.375,21.25,0.015,0.015,0.475,,275.0,0.375,  FW,15.0
248,15.0,,,,550.0,,,HRC,,0.115,26.5,1.75,0.375,21.25,0.015,0.015,0.475,,275.0,0.375,  FW,15.0
249,15.0,,,,550.0,,,HRC,,0.115,26.5,1.75,0.375,21.25,0.015,0.015,0.475,,275.0,0.375,  FW,15.0
250,15.0,,,,550.0,,,HRC,,0.115,26.5,1.75,0.375,21.25,0.015,0.015,0.475,,275.0,0.375,  FW,15.0
251,15.0,,,,490.0,,,HRC,,0.04,19.0,13.0,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
252,15.0,,,,520.0,,,HRC,,0.04,19.0,1.75,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
253,15.0,,,,490.0,,,HRC,,0.04,19.0,13.0,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
254,15.0,,,,520.0,,,HRC,,0.06,19.0,1.75,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
255,15.0,,,,520.0,,,HRC,,0.06,19.0,1.75,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
256,15.0,,,,520.0,,,HRC,,0.06,19.0,1.75,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
257,15.0,,,,520.0,,,HRC,,0.06,19.0,1.75,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
258,15.0,,,,490.0,,,HRC,,0.015,19.0,13.0,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
259,15.0,,,,490.0,,,HRC,,0.015,19.0,13.0,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
260,15.0,,,,490.0,,,HRC,,0.015,19.0,13.0,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
261,15.0,,,,490.0,,,HRC,,0.015,19.0,13.0,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
262,15.0,,,,490.0,,,HRC,,0.015,19.0,13.0,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,15.0
263,15.0,,,,520.0,,,HRC,,0.015,19.5,1.75,3.5,14.0,0.015,0.015,0.475,,260.0,0.375,  FW,15.0
264,15.0,,,,520.0,,,HRC,,0.015,19.5,1.75,3.5,14.0,0.015,0.015,0.475,,260.0,0.375,  FW,15.0
265,15.0,,,,520.0,,,HRC,,0.015,19.5,1.75,3.5,14.0,0.015,0.015,0.475,,260.0,0.375,  FW,15.0
266,12.5,,,,550.0,,,HRC,,0.04,19.0,1.75,2.5,12.5,0.015,0.015,0.475,,,0.375,  FW,12.5
267,15.0,,,,550.0,,,HRC,,0.035,20.0,1.25,2.5,34.0,0.015,0.015,0.3,,,3.5,  FW,15.0
268,,,,,,,,HRC,,0.0125,20.0,1.75,2.5,34.0,0.0075,0.01,0.075,0.2,,3.5,  FW,
269,15.0,,,,520.0,,,HRC,,0.04,20.25,1.75,0.375,10.0,0.015,0.015,0.475,0.5,760.0,0.375,  FW,15.0
270,15.0,,,,520.0,,,HRC,,0.04,20.25,1.75,0.375,10.0,0.015,0.015,0.475,0.5,760.0,0.375,  FW,15.0
271,15.0,,,,520.0,,,HRC,,0.04,20.25,1.75,0.375,10.0,0.015,0.015,0.475,0.5,760.0,0.375,  FW,15.0
272,15.0,,,,520.0,,,HRC,,0.04,20.25,1.75,0.375,10.0,0.015,0.015,0.475,0.5,760.0,0.375,  FW,15.0
273,,,,,520.0,,,HRC,,0.06,20.25,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375,  FW,
274,,,,,520.0,,,HRC,,0.06,20.25,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375,  FW,
275,15.0,,,,590.0,,,HRC,,0.0125,27.5,1.75,3.7,31.5,0.01,0.015,0.25,,,1.1,  FW,15.0
276,15.0,,,,520.0,,,HRC,,0.0125,20.5,1.75,4.7,25.0,0.01,0.015,0.25,,,1.6,  FW,15.0
277,15.0,,,,520.0,,,HRC,,0.0125,20.5,1.75,4.7,25.0,0.01,0.015,0.25,,,1.6,  FW,15.0
278,15.0,,,,520.0,,,HRC,,0.0125,20.5,1.75,4.7,25.0,0.01,0.015,0.25,,,1.6,  FW,15.0
279,7.5,,,,760.0,,,HRC,,0.03,11.75,0.3,0.55,4.5,0.015,0.015,0.25,,,0.375,  FW,7.5
280,7.5,,,,760.0,,,HRC,,0.03,11.75,0.3,0.55,4.5,0.015,0.015,0.25,,,0.375,  FW,7.5
281,7.5,,,,760.0,,,HRC,,0.03,11.75,0.3,0.55,4.5,0.015,0.015,0.25,,,0.375,  FW,7.5
282,7.5,,,,760.0,,,HRC,,0.03,11.75,0.3,0.55,4.5,0.015,0.015,0.25,,,0.375,  FW,7.5
283,10.0,,,,450.0,,,HRC,,0.05,16.25,0.3,0.375,0.3,0.15,0.015,0.25,,,0.375,  FW,10.0
284,10.0,,,,345.0,,,HRC,,,,0.5,,30.5,0.01,,0.125,,,,  FW,10.0
285,15.0,,,,550.0,,,HRC,,0.05,20.0,3.0,,33.5,0.015,0.0075,0.25,2.5,275.0,0.25,  FW,15.0
286,15.0,,,,550.0,,,HRC,,0.05,20.0,3.0,,33.5,0.015,0.0075,0.25,2.5,275.0,0.25,  FW,15.0
287,15.0,,,,550.0,,,HRC,,0.05,20.0,3.0,,33.5,0.015,0.0075,0.25,2.5,275.0,0.25,  FW,15.0
288,15.0,,,,550.0,,,HRC,,0.05,20.0,3.0,,33.5,0.015,0.0075,0.25,2.5,275.0,0.25,  FW,15.0
289,15.0,,,,550.0,,,HRC,,0.05,20.0,3.0,,33.5,0.015,0.0075,0.25,2.5,275.0,0.25,  FW,15.0
290,,,,,,275.0,,BHN,,0.2,1.5,0.5,,,,,0.4,,,,  HARD FACING,
291,,,,,,275.0,,BHN,,0.2,1.5,0.5,,,,,0.4,,,,  HARD FACING,
292,,,,,,275.0,,BHN,,0.2,1.5,0.5,,,,,0.4,,,,  HARD FACING,
293,,,,,,375.0,,BHN,,0.25,2.8,0.5,0.35,,,,0.4,,,,  HARD FACING,
294,,,,,,375.0,,BHN,,0.25,2.8,0.5,0.35,,,,0.4,,,,  HARD FACING,
295,,,,,,375.0,,BHN,,0.25,2.8,0.5,0.35,,,,0.4,,,,  HARD FACING,
296,,,,,,375.0,,BHN,,0.25,2.8,0.5,0.35,,,,0.4,,,,  HARD FACING,
297,,,,,,375.0,,BHN,,0.25,2.8,0.5,0.35,,,,0.4,,,,  HARD FACING,
298,,,,,,375.0,,BHN,,0.25,2.8,0.5,0.35,,,,0.4,,,,  HARD FACING,
299,,,,,,55.0,,RC,0.6,0.75,7.0,1.0,0.7,,,,0.5,,,,  HARD FACING,
300,,,,,,55.0,,RC,0.6,0.75,7.0,1.0,0.7,,,,0.5,,,,  HARD FACING,
301,,,,,,55.0,,RC,0.6,0.75,7.0,1.0,0.7,,,,0.5,,,,  HARD FACING,
302,,,,,,55.0,,RC,0.6,0.75,7.0,1.0,0.7,,,,0.5,,,,  HARD FACING,
303,,,,,,55.0,,RC,0.6,0.75,7.0,1.0,0.7,,,,0.5,,,,  HARD FACING,
304,,,,,,55.0,,RC,0.6,0.75,7.0,1.0,0.7,,,,0.5,,,,  HARD FACING,
305,,,,,,55.0,,RC,0.6,0.75,7.0,1.0,0.7,,,,0.5,,,,  HARD FACING,
306,,,,,,55.0,,RC,0.6,0.75,7.0,1.0,0.7,,,,0.5,,,,  HARD FACING,
307,,,,,,55.0,,RC,0.6,0.75,7.0,1.0,0.7,,,,0.5,,,,  HARD FACING,
308,,,,,,55.0,,RC,0.6,0.75,7.0,1.0,0.7,,,,0.5,,,,  HARD FACING,
309,,,,,,55.0,,RC,0.6,0.75,7.0,1.0,0.7,,,,0.5,,,,  HARD FACING,
310,,,,,,54.5,,HRC,,0.5,7.25,0.75,,,0.02,0.02,1.0,,,,  HARD FACING,
311,,,,,,55.0,,RC,,4.0,25.0,0.45,,,,,0.45,,,,  HARD FACING,
312,,,,,,51.0,,RC,,4.0,29.5,1.0,,4.0,,,0.75,,,,  HARD FACING,
313,,,,,,55.0,,RC,,4.0,25.0,1.0,,,,,0.5,,,,  HARD FACING,
314,,,,,,55.0,,RC,,4.0,25.0,1.0,,,,,0.5,,,,  HARD FACING,
315,,,,,,57.5,,RC,,,,,,,,,,,,,  HARD FACING,
316,,,,,,57.5,,RC,,,,,,,,,,,,,  HARD FACING,
317,,,,,,57.5,,RC,,,,,,,,,,,,,  HARD FACING,
318,,,,,,237.5,,BHN,,0.075,17.5,4.75,,,,,0.375,,,,  HARD FACING,
319,,,,,,237.5,,BHN,,0.075,17.5,4.75,,,,,0.375,,,,  HARD FACING,
320,,,,,,237.5,,BHN,,0.075,17.5,4.75,,,,,0.375,,,,  HARD FACING,
321,,,,,,237.5,,BHN,,0.075,17.5,4.75,,,,,0.375,,,,  HARD FACING,
322,,,,,,237.5,,BHN,,0.075,17.5,4.75,,,,,0.375,,,,  HARD FACING,
323,,,,,,237.5,,BHN,,0.075,17.5,4.75,,,,,0.375,,,,  HARD FACING,
324,,,,,,237.5,,BHN,,0.075,17.5,4.75,,,,,0.375,,,,  HARD FACING,
325,,,,,,37.5,,RC,0.30000000000000004,0.095,2.85,1.55,1.15,2.25,,,0.45,,,,  HARD FACING,
326,,,,,,37.5,,RC,0.30000000000000004,0.095,2.85,1.55,1.15,2.25,,,0.45,,,,  HARD FACING,
327,,,,,,37.5,,RC,0.30000000000000004,0.095,2.85,1.55,1.15,2.25,,,0.45,,,,  HARD FACING,
328,,,,,,37.5,,RC,0.30000000000000004,0.095,2.85,1.55,1.15,2.25,,,0.45,,,,  HARD FACING,
329,,,,,,37.5,,RC,0.30000000000000004,0.095,2.85,1.55,1.15,2.25,,,0.45,,,,  HARD FACING,
330,,,,,,37.5,,RC,0.30000000000000004,0.095,2.85,1.55,1.15,2.25,,,0.45,,,,  HARD FACING,
331,,,,,,37.5,,RC,0.30000000000000004,0.095,2.85,1.55,1.15,2.25,,,0.45,,,,  HARD FACING,
332,,,,,,37.5,,RC,0.30000000000000004,0.095,2.85,1.55,1.15,2.25,,,0.45,,,,  HARD FACING,
333,,,,,,37.5,,RC,0.30000000000000004,0.095,2.85,1.55,1.15,2.25,,,0.45,,,,  HARD FACING,
334,,,,,,57.5,,RC,,0.5,6.5,0.25,,,,,0.4,,,,  HARD FACING,
335,,,,,,57.5,,RC,,0.5,6.5,0.25,,,,,0.4,,,,  HARD FACING,
336,,,,,,57.5,,RC,,0.5,6.5,0.25,,,,,0.4,,,,  HARD FACING,
337,,,,,,57.5,,RC,,0.5,6.5,0.25,,,,,0.4,,,,  HARD FACING,
338,,,,,,57.5,,RC,,0.5,6.5,0.25,,,,,0.4,,,,  HARD FACING,
339,,,,,,40.0,,HRC,0.30000000000000004,0.125,10.25,0.95,2.6,2.0,,,0.55,,,,  HARD FACING,
340,,,,,,40.0,,HRC,0.30000000000000004,0.125,10.25,0.95,2.6,2.0,,,0.55,,,,  HARD FACING,
341,,,,,,40.0,,HRC,0.30000000000000004,0.125,10.25,0.95,2.6,2.0,,,0.55,,,,  HARD FACING,
342,10.0,,,720.0,,,,HRC,,0.25,0.425,1.25,0.125,0.85,0.01,0.01,0.45,,380.0,,  HARD FACING,10.0
343,10.0,,,720.0,,,,HRC,,0.25,0.425,1.25,0.125,0.85,0.01,0.01,0.45,,380.0,,  HARD FACING,10.0
344,,,,,,36.0,,RC,0.30000000000000004,0.05,2.2,1.0,1.0,2.025,,,0.5,,,,  HARD FACING,
345,,,,,,36.0,,RC,0.30000000000000004,0.05,2.05,1.0,1.0,2.025,,,0.5,,,,  HARD FACING,
346,,,,,,36.0,,RC,0.30000000000000004,0.05,2.05,1.0,1.0,2.025,,,0.5,,,,  HARD FACING,
347,,,,,,36.0,,RC,0.30000000000000004,0.05,2.05,1.0,1.0,2.0,,,0.5,,,,  HARD FACING,
348,,,,,,36.0,,RC,0.30000000000000004,0.05,2.05,1.0,1.0,2.0,,,0.5,,,,  HARD FACING,
349,,,,,,36.0,,RC,0.25,0.08,2.05,1.5,1.0,2.0,,,0.45,,,,  HARD FACING,
350,,,,,,36.0,,RC,0.25,0.08,2.05,1.5,1.0,2.0,,,0.45,,,,  HARD FACING,
351,,,,,,57.0,,RC,,2.5,5.5,0.75,,,0.0125,0.125,3.0,,,,  HARD FACING,
352,,,,,,57.0,,RC,,2.5,5.5,0.75,,,0.0125,0.125,3.0,,,,  HARD FACING,
353,,,,,,57.0,,RC,,2.5,5.5,0.75,,,0.0125,0.125,3.0,,,,  HARD FACING,
354,,,,,,225.0,,BHN,,0.05,19.0,6.0,,9.0,0.015,0.015,0.45,,,,  HARD FACING,
355,,,,,,225.0,,BHN,,0.05,19.0,6.0,,9.0,0.015,0.015,0.45,,,,  HARD FACING,
356,,,,,,225.0,,BHN,,0.05,19.0,6.0,,9.0,0.015,0.015,0.45,,,,  HARD FACING,
357,,,,,,225.0,,BHN,,0.05,19.0,6.0,,9.0,0.015,0.015,0.45,,,,  HARD FACING,
358,,,,,,225.0,,BHN,,0.05,19.0,6.0,,9.0,0.015,0.015,0.45,,,,  HARD FACING,
359,,,,,,225.0,,BHN,,0.05,19.0,6.0,,9.0,0.015,0.015,0.45,,,,  HARD FACING,
360,,,,,,225.0,,BHN,,0.5,,12.5,,,,,0.5,,,,  HARD FACING,
361,,,,,,225.0,,BHN,,0.5,,12.5,,,,,0.5,,,,  HARD FACING,
362,,,,,,225.0,,BHN,,0.5,,12.5,,,,,0.5,,,,  HARD FACING,
363,,,,,,225.0,,BHN,,0.5,,12.5,,,,,0.5,,,,  HARD FACING,
364,,,,,,225.0,,BHN,,0.5,,12.5,,,,,0.5,,,,  HARD FACING,
365,,,,,,205.0,,BHN,,0.5,,12.0,,,0.015,0.01,0.6,,,,  HARD FACING,
366,,,,,,225.0,,BHN,,0.5,2.0,7.0,,3.0,,,0.325,,,,  HARD FACING,
367,,,,,,225.0,,BHN,,0.5,2.0,7.0,,3.0,,,0.325,,,,  HARD FACING,
368,,,,,,225.0,,BHN,,0.5,2.0,7.0,,3.0,,,0.325,,,,  HARD FACING,
369,,,,,,225.0,,BHN,,0.5,2.0,7.0,,3.0,,,0.325,,,,  HARD FACING,
370,,,,,,225.0,,BHN,,0.5,2.0,7.0,,3.0,,,0.325,,,,  HARD FACING,
371,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
372,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
373,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
374,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
375,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
376,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
377,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
378,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
379,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
380,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
381,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
382,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
383,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
384,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
385,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
386,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
387,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
388,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
389,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
390,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
391,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
392,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
393,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
394,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
395,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
396,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
397,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
398,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
399,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
400,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
401,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
402,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
403,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
404,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
405,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
406,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
407,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
408,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
409,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
410,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
411,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
412,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
413,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
414,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
415,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
416,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
417,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
418,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
419,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
420,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
421,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
422,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
423,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
424,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
425,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
426,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
427,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
428,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
429,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
430,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
431,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
432,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
433,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
434,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
435,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
436,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
437,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
438,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
439,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
440,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
441,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
442,,,,,,,,HRC,,,,,,,,,,,,,  LOTHERME,
