,Category,Charpy,DIN_W,Elongation,HT_Temp,Hardness_Scale,IE-20,Manual metal arc_Heat input,Manual metal arc_Interpass temperature,Redry_Time,Reduction of area,Rp0,Tensile,Ultimate tensile strength,Yield,Yield strength,Ag,Al,B,Be,C,Co,Cr,Cu,Fe,Mg,Mn,Mo,N,Nb,Ni,P,Rm,S,Si,Sn,Ti,V,W,Zn,Zr
1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.068,,,,98.223,,1.38,,,,,0.005,,0.004,0.32,,,,,,
1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.068,,,,98.223,,1.38,,,,,0.005,,0.004,0.32,,,,,,
154,0.0,69.5,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,0.0,567.5,0.0,,,,,0.05,,,,,,0.675,0.55,,,,,,,,,,,,,
1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.068,,,,98.223,,1.38,,,,,0.005,,0.004,0.32,,,,,,
1541,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,200.0,0.0,77.9,0.0,0.0,569.0,0.0,499.0,,,,,0.068,,,,98.06,,1.51,,,,,0.006,,0.006,0.35000000000000003,,,,,,
1542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.068,,,,98.06,,1.51,,,,,0.006,,0.006,0.35000000000000003,,,,,,
1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.068,,,,98.06,,1.51,,,,,0.006,,0.006,0.35000000000000003,,,,,,
1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.068,,,,98.06,,1.51,,,,,0.006,,0.006,0.35000000000000003,,,,,,
1545,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,200.0,0.0,77.9,0.0,0.0,579.0,0.0,513.0,,,,,0.065,,,,98.004,,1.53,,,,,0.006,,0.005,0.39,,,,,,
1546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.065,,,,98.004,,1.53,,,,,0.006,,0.005,0.39,,,,,,
1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.065,,,,98.004,,1.53,,,,,0.006,,0.005,0.39,,,,,,
1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.065,,,,98.004,,1.53,,,,,0.006,,0.005,0.39,,,,,,
1549,0.0,0.0,0.0,27.2,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,592.0,0.0,515.0,,,,,0.07,,,,97.799,,1.6400000000000001,,,,,0.006,,0.005,0.48,,,,,,
155,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,600.0,0.0,,,,,0.085,,1.25,,,,0.9,0.525,,,,0.03,,0.03,0.8,,,,,,
1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.07,,,,97.799,,1.6400000000000001,,,,,0.006,,0.005,0.48,,,,,,
1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.07,,,,97.799,,1.6400000000000001,,,,,0.006,,0.005,0.48,,,,,,
1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.07,,,,97.799,,1.6400000000000001,,,,,0.006,,0.005,0.48,,,,,,
1553,0.0,0.0,0.0,26.4,0.0,0.0,0.0,1.0,200.0,0.0,72.0,0.0,0.0,654.0,0.0,588.0,,,,,0.075,,,,97.874,,1.75,,,,,0.005,,0.006,0.29,,,,,,
1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,,,97.874,,1.75,,,,,0.005,,0.006,0.29,,,,,,
1555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,,,97.874,,1.75,,,,,0.005,,0.006,0.29,,,,,,
1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,,,97.874,,1.75,,,,,0.005,,0.006,0.29,,,,,,
1557,0.0,0.0,0.0,32.4,0.0,0.0,0.0,1.0,200.0,0.0,76.0,0.0,0.0,494.0,0.0,404.0,,,,,0.074,,,,98.9295,,0.63,,,,,0.007,,0.009000000000000001,0.35000000000000003,,,0.0005,,,
1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.074,,,,98.9295,,0.63,,,,,0.007,,0.009000000000000001,0.35000000000000003,,,0.0005,,,
1559,0.0,0.0,0.0,30.4,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,450.0,0.0,333.0,,,,,0.074,,,,98.9295,,0.63,,,,,0.007,,0.009000000000000001,0.35000000000000003,,,0.0005,,,
156,0.0,110.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.5,0.0,700.0,0.0,,,,,0.095,,1.175,,,,0.725,0.5,,,,,,,0.45,,,,,,
1560,0.0,0.0,0.0,33.3,0.0,0.0,0.0,1.0,200.0,0.0,77.5,0.0,0.0,494.0,0.0,402.0,,,,,0.074,,,,98.9165,,0.65,,,,,0.004,,0.005,0.35000000000000003,,,0.0005,,,
1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.074,,,,98.9165,,0.65,,,,,0.004,,0.005,0.35000000000000003,,,0.0005,,,
1562,0.0,0.0,0.0,36.4,0.0,0.0,0.0,1.0,200.0,0.0,80.5,0.0,0.0,447.0,0.0,329.0,,,,,0.074,,,,98.9165,,0.65,,,,,0.004,,0.005,0.35000000000000003,,,0.0005,,,
1563,0.0,0.0,0.0,30.2,0.0,0.0,0.0,1.0,200.0,0.0,78.0,0.0,0.0,492.0,0.0,396.0,,,,,0.075,,,,98.8985,,0.66,,,,,0.007,,0.009000000000000001,0.35000000000000003,,,0.0005,,,
1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,,,98.8985,,0.66,,,,,0.007,,0.009000000000000001,0.35000000000000003,,,0.0005,,,
1565,0.0,0.0,0.0,31.6,0.0,0.0,0.0,1.0,200.0,0.0,79.8,0.0,0.0,457.0,0.0,351.0,,,,,0.075,,,,98.8985,,0.66,,,,,0.007,,0.009000000000000001,0.35000000000000003,,,0.0005,,,
1566,0.0,0.0,0.0,31.4,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,494.0,0.0,410.0,,,,,0.076,,,,98.8575,,0.67,,,,,0.007,,0.009000000000000001,0.38,,,0.0005,,,
1567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,,,98.8575,,0.67,,,,,0.007,,0.009000000000000001,0.38,,,0.0005,,,
1568,0.0,0.0,0.0,30.4,0.0,0.0,0.0,1.0,200.0,0.0,79.8,0.0,0.0,465.0,0.0,365.0,,,,,0.076,,,,98.8575,,0.67,,,,,0.007,,0.009000000000000001,0.38,,,0.0005,,,
1569,0.0,0.0,0.0,31.4,0.0,0.0,0.0,1.0,200.0,0.0,77.0,0.0,0.0,523.0,0.0,440.0,,,,,0.078,,,,98.7575,,0.71,,,,,0.008,,0.006,0.44,,,0.0005,,,
157,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.078,,,,98.7575,,0.71,,,,,0.008,,0.006,0.44,,,0.0005,,,
1571,0.0,0.0,0.0,31.6,0.0,0.0,0.0,1.0,200.0,0.0,78.0,0.0,0.0,484.0,0.0,381.0,,,,,0.078,,,,98.7575,,0.71,,,,,0.008,,0.006,0.44,,,0.0005,,,
1572,0.0,0.0,0.0,30.6,0.0,0.0,0.0,1.0,200.0,0.0,77.0,0.0,0.0,504.0,0.0,409.0,,,,,0.077,,,,98.6075,,1.0,,,,,0.007,,0.008,0.30000000000000004,,,0.0005,,,
1573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.077,,,,98.6075,,1.0,,,,,0.007,,0.008,0.30000000000000004,,,0.0005,,,
1574,0.0,0.0,0.0,30.5,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,480.0,0.0,372.0,,,,,0.077,,,,98.6075,,1.0,,,,,0.007,,0.008,0.30000000000000004,,,0.0005,,,
1575,0.0,0.0,0.0,31.1,0.0,0.0,0.0,1.0,200.0,0.0,77.0,0.0,0.0,522.0,0.0,443.0,,,,,0.076,,,,98.5505,,1.01,,,,,0.005,,0.008,0.35000000000000003,,,0.0005,,,
1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,,,98.5505,,1.01,,,,,0.005,,0.008,0.35000000000000003,,,0.0005,,,
1577,0.0,0.0,0.0,29.4,0.0,0.0,0.0,1.0,200.0,0.0,80.3,0.0,0.0,480.0,0.0,359.0,,,,,0.076,,,,98.5505,,1.01,,,,,0.005,,0.008,0.35000000000000003,,,0.0005,,,
1578,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,516.0,0.0,427.0,,,,,0.075,,,,98.5695,,1.03,,,,,0.007,,0.008,0.31,,,0.0005,,,
1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,,,98.5695,,1.03,,,,,0.007,,0.008,0.31,,,0.0005,,,
158,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,415.0,0.0,,,,,0.12,,,,,,1.25,,,,,,,2.375,0.8,,,,,,
1580,0.0,0.0,0.0,32.4,0.0,0.0,0.0,1.0,200.0,0.0,79.8,0.0,0.0,470.0,0.0,375.0,,,,,0.075,,,,98.5695,,1.03,,,,,0.007,,0.008,0.31,,,0.0005,,,
1581,0.0,0.0,0.0,30.8,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,517.0,0.0,434.0,,,,,0.075,,,,98.5095,,1.05,,,,,0.007,,0.008,0.35000000000000003,,,0.0005,,,
1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,,,98.5095,,1.05,,,,,0.007,,0.008,0.35000000000000003,,,0.0005,,,
1583,0.0,0.0,0.0,32.2,0.0,0.0,0.0,1.0,200.0,0.0,80.7,0.0,0.0,488.0,0.0,398.0,,,,,0.075,,,,98.5095,,1.05,,,,,0.007,,0.008,0.35000000000000003,,,0.0005,,,
1584,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,545.0,0.0,456.0,,,,,0.078,,,,98.3795,,1.1,,,,,0.005,,0.007,0.43,,,0.0005,,,
1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.078,,,,98.3795,,1.1,,,,,0.005,,0.007,0.43,,,0.0005,,,
1586,0.0,0.0,0.0,32.2,0.0,0.0,0.0,1.0,200.0,0.0,80.7,0.0,0.0,492.0,0.0,399.0,,,,,0.078,,,,98.3795,,1.1,,,,,0.005,,0.007,0.43,,,0.0005,,,
1587,0.0,0.0,0.0,26.4,0.0,0.0,0.0,1.0,200.0,0.0,77.0,0.0,0.0,523.0,0.0,420.0,,,,,0.075,,,,98.3005,,1.31,,,,,0.006,,0.008,0.30000000000000004,,,0.0005,,,
1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,,,98.3005,,1.31,,,,,0.006,,0.008,0.30000000000000004,,,0.0005,,,
1589,0.0,0.0,0.0,29.6,0.0,0.0,0.0,1.0,200.0,0.0,78.6,0.0,0.0,480.0,0.0,359.0,,,,,0.075,,,,98.3005,,1.31,,,,,0.006,,0.008,0.30000000000000004,,,0.0005,,,
159,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,415.0,0.0,,,,,0.05,,0.05,,,,1.175,0.02,,,0.04,0.01,,,0.425,,,0.01,,,
1590,0.0,0.0,0.0,27.1,0.0,0.0,0.0,1.0,200.0,0.0,75.9,0.0,0.0,541.0,0.0,463.0,,,,,0.077,,,,98.2605,,1.33,,,,,0.005,,0.007,0.32,,,0.0005,,,
1591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.077,,,,98.2605,,1.33,,,,,0.005,,0.007,0.32,,,0.0005,,,
1592,0.0,0.0,0.0,31.4,0.0,0.0,0.0,1.0,200.0,0.0,76.4,0.0,0.0,497.0,0.0,372.0,,,,,0.077,,,,98.2605,,1.33,,,,,0.005,,0.007,0.32,,,0.0005,,,
1593,0.0,0.0,0.0,29.4,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,522.0,0.0,450.0,,,,,0.073,,,,98.2915,,1.32,,,,,0.007,,0.008,0.30000000000000004,,,0.0005,,,
1594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.073,,,,98.2915,,1.32,,,,,0.007,,0.008,0.30000000000000004,,,0.0005,,,
1595,0.0,0.0,0.0,33.4,0.0,0.0,0.0,1.0,200.0,0.0,80.7,0.0,0.0,507.0,0.0,419.0,,,,,0.073,,,,98.2915,,1.32,,,,,0.007,,0.008,0.30000000000000004,,,0.0005,,,
1596,0.0,0.0,0.0,29.4,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,544.0,0.0,464.0,,,,,0.079,,,,98.2255,,1.35,,,,,0.007,,0.008,0.33,,,0.0005,,,
1597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.079,,,,98.2255,,1.35,,,,,0.007,,0.008,0.33,,,0.0005,,,
1598,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,200.0,0.0,79.8,0.0,0.0,508.0,0.0,413.0,,,,,0.079,,,,98.2255,,1.35,,,,,0.007,,0.008,0.33,,,0.0005,,,
1599,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,200.0,0.0,80.7,0.0,0.0,559.0,0.0,485.0,,,,,0.08,,,,98.1465,,1.37,,,,,0.006,,0.007,0.39,,,0.0005,,,
16,0.0,74.5,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.5,0.0,580.0,0.0,,,,,0.1,,,,,,1.5,,,,0.35000000000000003,,,0.025,0.8,,,,,,
160,0.0,41.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,480.0,0.0,,,,,0.07,,,,,,1.07,,,,,,,,0.35000000000000003,,,,,,
1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.08,,,,98.1465,,1.37,,,,,0.006,,0.007,0.39,,,0.0005,,,
1601,0.0,0.0,0.0,28.4,0.0,0.0,0.0,1.0,200.0,0.0,77.5,0.0,0.0,537.0,0.0,429.0,,,,,0.08,,,,98.1465,,1.37,,,,,0.006,,0.007,0.39,,,0.0005,,,
1602,0.0,0.0,0.0,28.6,0.0,0.0,0.0,1.0,200.0,0.0,76.0,0.0,0.0,568.0,0.0,458.0,,,,,0.077,,,,97.8395,,1.79,,,,,0.006,,0.007,0.28,,,0.0005,,,
1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.077,,,,97.8395,,1.79,,,,,0.006,,0.007,0.28,,,0.0005,,,
1604,0.0,0.0,0.0,30.4,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,500.0,0.0,381.0,,,,,0.077,,,,97.8395,,1.79,,,,,0.006,,0.007,0.28,,,0.0005,,,
1605,0.0,0.0,0.0,28.8,0.0,0.0,0.0,1.0,200.0,0.0,77.0,0.0,0.0,571.0,0.0,500.0,,,,,0.078,,,,97.8485,,1.75,,,,,0.006,,0.007,0.31,,,0.0005,,,
1606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.078,,,,97.8485,,1.75,,,,,0.006,,0.007,0.31,,,0.0005,,,
1607,0.0,0.0,0.0,29.2,0.0,0.0,0.0,1.0,200.0,0.0,78.4,0.0,0.0,518.0,0.0,414.0,,,,,0.078,,,,97.8485,,1.75,,,,,0.006,,0.007,0.31,,,0.0005,,,
1608,0.0,0.0,0.0,26.2,0.0,0.0,0.0,1.0,200.0,0.0,77.9,0.0,0.0,577.0,0.0,484.0,,,,,0.077,,,,97.8585,,1.76,,,,,0.007,,0.007,0.29,,,0.0005,,,
1609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.077,,,,97.8585,,1.76,,,,,0.007,,0.007,0.29,,,0.0005,,,
161,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,400.0,0.0,,,,,0.12,,0.15,,,,0.8250000000000001,0.35000000000000003,,,0.9500000000000001,0.03,,0.03,0.8,,,0.05,,,
1610,0.0,0.0,0.0,27.4,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,532.0,0.0,429.0,,,,,0.077,,,,97.8585,,1.76,,,,,0.007,,0.007,0.29,,,0.0005,,,
1611,0.0,0.0,0.0,27.4,0.0,0.0,0.0,1.0,200.0,0.0,79.7,0.0,0.0,590.0,0.0,510.0,,,,,0.075,,,,97.7615,,1.83,,,,,0.007,,0.006,0.32,,,0.0005,,,
1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,,,97.7615,,1.83,,,,,0.007,,0.006,0.32,,,0.0005,,,
1613,0.0,0.0,0.0,27.8,0.0,0.0,0.0,1.0,200.0,0.0,78.0,0.0,0.0,565.0,0.0,471.0,,,,,0.075,,,,97.7615,,1.83,,,,,0.007,,0.006,0.32,,,0.0005,,,
1614,0.0,0.0,0.0,25.4,0.0,0.0,0.0,1.0,200.0,0.0,76.0,0.0,0.0,612.0,0.0,536.0,,,,,0.079,,,,97.7175,,1.82,,,,,0.007,,0.006,0.37,,,0.0005,,,
1615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.079,,,,97.7175,,1.82,,,,,0.007,,0.006,0.37,,,0.0005,,,
1616,0.0,0.0,0.0,29.4,0.0,0.0,0.0,1.0,200.0,0.0,78.0,0.0,0.0,575.0,0.0,474.0,,,,,0.079,,,,97.7175,,1.82,,,,,0.007,,0.006,0.37,,,0.0005,,,
1617,0.0,0.0,0.0,28.2,0.0,0.0,0.0,1.0,200.0,0.0,78.0,0.0,0.0,528.0,0.0,445.0,,,,,0.074,,,,98.261,,1.4,,,,,0.007,,0.008,0.25,,,,,,
1618,0.0,0.0,0.0,25.2,0.0,0.0,0.0,1.0,200.0,0.0,77.0,0.0,0.0,544.0,0.0,471.0,,,,,0.077,,,,98.178,,1.46,,,,,0.007,,0.008,0.27,,,,,,
1619,0.0,0.0,0.0,24.2,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,540.0,0.0,478.0,,,,,0.073,,,,98.239,,1.4100000000000001,,,,,0.011,,0.007,0.26,,,,,,
162,0.0,43.5,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.5,0.0,472.5,0.0,,,,,0.055,,0.05,,,,0.8250000000000001,0.17,,,0.9500000000000001,,,,0.34500000000000003,,,,,,
1620,0.0,0.0,0.0,27.8,0.0,0.0,0.0,1.0,200.0,0.0,79.8,0.0,0.0,538.0,0.0,480.0,,,,,0.074,,,,98.16,,1.45,,,,,0.009000000000000001,,0.007,0.30000000000000004,,,,,,
1621,0.0,0.0,0.0,26.4,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,578.0,0.0,509.0,,,,,0.07200000000000001,,,,98.032,,1.5,,,,,0.01,,0.006,0.38,,,,,,
1622,0.0,0.0,0.0,25.8,0.0,0.0,0.0,1.0,200.0,0.0,79.8,0.0,0.0,577.0,0.0,504.0,,,,,0.069,,,,98.0,,1.47,,,,,0.006,,0.005,0.45,,,,,,
1623,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,200.0,0.0,81.6,0.0,0.0,597.0,0.0,530.0,,,,,0.07,,,,97.969,,1.5,,,,,0.006,,0.005,0.45,,,,,,
1624,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,200.0,0.0,77.0,0.0,0.0,566.0,0.0,473.0,,,,,0.074,,,,98.05,,1.58,,,,,0.008,,0.008,0.28,,,,,,
1625,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,545.0,0.0,482.0,,,,,0.068,,,,98.234,,1.4,,,,,0.008,,0.01,0.28,,,,,,
1626,0.0,0.0,0.0,26.4,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,584.0,0.0,522.0,,,,,0.069,,,,98.105,,1.5,,,,,0.008,,0.008,0.31,,,,,,
1627,0.0,0.0,0.0,25.2,0.0,0.0,0.0,1.0,200.0,0.0,76.0,0.0,0.0,573.0,0.0,513.0,,,,,0.07,,,,98.123,,1.5,,,,,0.009000000000000001,,0.008,0.29,,,,,,
1628,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,200.0,0.0,78.0,0.0,0.0,611.0,0.0,546.0,,,,,0.068,,,,98.016,,1.51,,,,,0.009000000000000001,,0.007,0.39,,,,,,
1629,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,200.0,0.0,75.0,0.0,0.0,639.0,0.0,584.0,,,,,0.066,,,,97.966,,1.48,,,,,0.011,,0.007,0.47000000000000003,,,,,,
163,0.0,47.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,460.0,0.0,,,,,0.075,,2.335,,,,0.72,1.08,,,,,,,0.44,,,,,,
1630,0.0,0.0,0.0,25.6,0.0,0.0,0.0,1.0,200.0,0.0,76.0,0.0,0.0,599.0,0.0,535.0,,,,,0.07,,,,97.97,,1.5,,,,,0.006,,0.004,0.45,,,,,,
1631,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,200.0,0.0,76.0,0.0,0.0,607.0,0.0,505.0,,,,,0.073,,,,97.98,,1.6600000000000001,,,,,0.008,,0.009000000000000001,0.27,,,,,,
1632,0.0,0.0,0.0,25.8,0.0,0.0,0.0,1.0,200.0,0.0,77.9,0.0,0.0,581.0,0.0,492.0,,,,,0.069,,,,98.202,,1.45,,,,,0.009000000000000001,,0.01,0.26,,,,,,
1633,0.0,0.0,0.0,24.9,0.0,0.0,0.0,1.0,200.0,0.0,74.5,0.0,0.0,591.0,0.0,538.0,,,,,0.073,,,,98.091,,1.53,,,,,0.007,,0.009000000000000001,0.29,,,,,,
1634,0.0,0.0,0.0,29.2,0.0,0.0,0.0,1.0,200.0,0.0,77.0,0.0,0.0,599.0,0.0,523.0,,,,,0.07,,,,98.182,,1.45,,,,,0.009000000000000001,,0.009000000000000001,0.28,,,,,,
1635,0.0,0.0,0.0,23.6,0.0,0.0,0.0,1.0,200.0,0.0,76.0,0.0,0.0,621.0,0.0,546.0,,,,,0.067,,,,98.039,,1.48,,,,,0.008,,0.006,0.4,,,,,,
1636,0.0,0.0,0.0,24.6,0.0,0.0,0.0,1.0,200.0,0.0,78.0,0.0,0.0,631.0,0.0,578.0,,,,,0.068,,,,97.989,,1.46,,,,,0.006,,0.007,0.47000000000000003,,,,,,
1637,0.0,0.0,0.0,26.4,0.0,0.0,0.0,1.0,200.0,0.0,78.0,0.0,0.0,615.0,0.0,552.0,,,,,0.066,,,,98.023,,1.47,,,,,0.006,,0.005,0.43,,,,,,
1638,0.0,0.0,0.0,31.9,0.0,0.0,0.0,1.0,150.0,0.0,80.6,0.0,0.0,466.0,0.0,392.0,,,,,0.035,,,,98.986,,0.66,,,,,0.013000000000000001,,0.006,0.30000000000000004,,,,,,
1639,0.0,0.0,0.0,35.2,0.0,0.0,0.0,1.0,150.0,0.0,80.6,0.0,0.0,456.0,0.0,370.0,,,,,0.035,,,,98.986,,0.66,,,,,0.013000000000000001,,0.006,0.30000000000000004,,,,,,
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1640,0.0,0.0,0.0,31.2,0.0,0.0,0.0,1.0,150.0,0.0,80.6,0.0,0.0,498.0,0.0,413.0,,,,,0.038,,,,98.643,,1.0,,,,,0.014,,0.005,0.30000000000000004,,,,,,
1641,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,150.0,0.0,80.6,0.0,0.0,490.0,0.0,402.0,,,,,0.038,,,,98.643,,1.0,,,,,0.014,,0.005,0.30000000000000004,,,,,,
1642,0.0,0.0,0.0,29.4,0.0,0.0,0.0,1.0,150.0,0.0,78.7,0.0,0.0,551.0,0.0,468.0,,,,,0.049,,,,98.173,,1.42,,,,,0.013000000000000001,,0.005,0.34,,,,,,
1643,0.0,0.0,0.0,31.6,0.0,0.0,0.0,1.0,150.0,0.0,78.8,0.0,0.0,529.0,0.0,436.0,,,,,0.049,,,,98.173,,1.42,,,,,0.013000000000000001,,0.005,0.34,,,,,,
1644,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,150.0,0.0,76.8,0.0,0.0,588.0,0.0,514.0,,,,,0.051000000000000004,,,,97.766,,1.82,,,,,0.017,,0.006,0.34,,,,,,
1645,0.0,0.0,0.0,27.4,0.0,0.0,0.0,1.0,150.0,0.0,76.9,0.0,0.0,576.0,0.0,479.0,,,,,0.051000000000000004,,,,97.766,,1.82,,,,,0.017,,0.006,0.34,,,,,,
