,Category,Charpy,DIN_W,Elongation,HT_Temp,Hardness_Scale,IE-20,Manual metal arc_Heat input,Manual metal arc_Interpass temperature,Redry_Time,Reduction of area,Rp0,Tensile,Ultimate tensile strength,Yield,Yield strength,Ag,Al,B,Be,C,Co,Cr,Cu,Fe,Mg,Mn,Mo,N,Nb,Ni,P,Rm,S,Si,Sn,Ti,V,W,Zn,Zr
2495,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,200.0,0.0,68.6,0.0,0.0,685.0,0.0,598.0,,,,,0.078,,2.15,0.0,96.8365,,0.64,0.0,,,0.0,0.007,,0.008,0.28,,,0.0005,,,
2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.078,,2.15,0.0,96.8365,,0.64,0.0,,,0.0,0.007,,0.008,0.28,,,0.0005,,,
2497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.078,,2.15,0.0,96.8365,,0.64,0.0,,,0.0,0.007,,0.008,0.28,,,0.0005,,,
2498,0.0,0.0,0.0,29.2,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,498.0,0.0,417.0,,,,,0.063,,0.0,0.53,98.4505,,0.64,0.0,,,0.0,0.008,,0.008,0.30000000000000004,,,0.0005,,,
2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.063,,0.0,0.53,98.4505,,0.64,0.0,,,0.0,0.008,,0.008,0.30000000000000004,,,0.0005,,,
25,0.0,99.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,510.0,0.0,,,,,0.15,,0.2,,,,1.6,0.30000000000000004,,,,0.035,,,0.9,,,0.08,,,
250,0.0,59.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.5,0.0,540.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.063,,0.0,0.53,98.4505,,0.64,0.0,,,0.0,0.008,,0.008,0.30000000000000004,,,0.0005,,,
2501,0.0,0.0,0.0,26.6,0.0,0.0,0.0,1.0,200.0,0.0,77.0,0.0,0.0,497.0,0.0,429.0,,,,,0.064,,0.0,1.05,97.9415,,0.63,0.0,,,0.0,0.007,,0.007,0.30000000000000004,,,0.0005,,,
2502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.064,,0.0,1.05,97.9415,,0.63,0.0,,,0.0,0.007,,0.007,0.30000000000000004,,,0.0005,,,
2503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.064,,0.0,1.05,97.9415,,0.63,0.0,,,0.0,0.007,,0.007,0.30000000000000004,,,0.0005,,,
2504,0.0,0.0,0.0,28.8,0.0,0.0,0.0,1.0,200.0,0.0,75.0,0.0,0.0,568.0,0.0,516.0,,,,,0.066,,0.0,1.44,97.4395,,0.67,0.0,,,0.0,0.008,,0.006,0.37,,,0.0005,,,
2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.066,,0.0,1.44,97.4395,,0.67,0.0,,,0.0,0.008,,0.006,0.37,,,0.0005,,,
2506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.066,,0.0,1.44,97.4395,,0.67,0.0,,,0.0,0.008,,0.006,0.37,,,0.0005,,,
2507,0.0,0.0,0.0,29.2,0.0,0.0,0.0,1.0,200.0,0.0,78.0,0.0,0.0,526.0,0.0,434.0,,,,,0.078,,0.0,0.0,98.2195,,1.43,0.0,,,0.0,0.006,,0.006,0.26,,,0.0005,,,
2508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.078,,0.0,0.0,98.2195,,1.43,0.0,,,0.0,0.006,,0.006,0.26,,,0.0005,,,
2509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.078,,0.0,0.0,98.2195,,1.43,0.0,,,0.0,0.006,,0.006,0.26,,,0.0005,,,
251,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,390.0,0.0,,,,,0.145,,0.04,,,,0.625,0.02,,,0.04,0.011,,0.009000000000000001,0.21,,,0.01,,,
2510,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,200.0,0.0,78.0,0.0,0.0,550.0,0.0,470.0,,,,,0.073,,0.0,0.0,97.2925,,1.3900000000000001,0.0,,,0.9500000000000001,0.007,,0.007,0.28,,,0.0005,,,
2511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.073,,0.0,0.0,97.2925,,1.3900000000000001,0.0,,,0.9500000000000001,0.007,,0.007,0.28,,,0.0005,,,
2512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.073,,0.0,0.0,97.2925,,1.3900000000000001,0.0,,,0.9500000000000001,0.007,,0.007,0.28,,,0.0005,,,
2513,0.0,0.0,0.0,21.7,0.0,0.0,0.0,1.0,200.0,0.0,75.0,0.0,0.0,605.0,0.0,512.0,,,,,0.07100000000000001,,0.0,0.0,95.8895,,1.48,0.0,,,2.2800000000000002,0.012,,0.007,0.26,,,0.0005,,,
2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.07100000000000001,,0.0,0.0,95.8895,,1.48,0.0,,,2.2800000000000002,0.012,,0.007,0.26,,,0.0005,,,
2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.07100000000000001,,0.0,0.0,95.8895,,1.48,0.0,,,2.2800000000000002,0.012,,0.007,0.26,,,0.0005,,,
2516,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,200.0,0.0,70.8,0.0,0.0,666.0,0.0,573.0,,,,,0.073,,0.0,0.0,95.1225,,1.43,0.0,,,3.12,0.006,,0.008,0.24,,,0.0005,,,
2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.073,,0.0,0.0,95.1225,,1.43,0.0,,,3.12,0.006,,0.008,0.24,,,0.0005,,,
2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.073,,0.0,0.0,95.1225,,1.43,0.0,,,3.12,0.006,,0.008,0.24,,,0.0005,,,
2519,0.0,0.0,0.0,20.4,0.0,0.0,0.0,1.0,200.0,0.0,77.0,0.0,0.0,570.0,0.0,474.0,,,,,0.076,,0.0,0.0,97.8495,,1.53,0.25,,,0.0,0.006,,0.008,0.28,,,0.0005,,,
252,0.0,39.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,475.0,0.0,,,,,0.055,,,,,,1.3,,,,,0.015,,0.01,0.47500000000000003,,,,,,
2520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.0,97.8495,,1.53,0.25,,,0.0,0.006,,0.008,0.28,,,0.0005,,,
2521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.0,97.8495,,1.53,0.25,,,0.0,0.006,,0.008,0.28,,,0.0005,,,
2522,0.0,0.0,0.0,19.4,0.0,0.0,0.0,1.0,200.0,0.0,75.0,0.0,0.0,610.0,0.0,523.0,,,,,0.076,,0.0,0.0,97.7095,,1.45,0.5,,,0.0,0.006,,0.008,0.25,,,0.0005,,,
2523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.0,97.7095,,1.45,0.5,,,0.0,0.006,,0.008,0.25,,,0.0005,,,
2524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.0,97.7095,,1.45,0.5,,,0.0,0.006,,0.008,0.25,,,0.0005,,,
2525,0.0,0.0,0.0,19.2,0.0,0.0,0.0,1.0,200.0,0.0,68.6,0.0,0.0,699.0,0.0,594.0,,,,,0.076,,0.0,0.0,97.1495,,1.4100000000000001,1.11,,,0.0,0.006,,0.008,0.24,,,0.0005,,,
2526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.0,97.1495,,1.4100000000000001,1.11,,,0.0,0.006,,0.008,0.24,,,0.0005,,,
2527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.0,97.1495,,1.4100000000000001,1.11,,,0.0,0.006,,0.008,0.24,,,0.0005,,,
2528,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,200.0,0.0,68.6,0.0,0.0,658.0,0.0,570.0,,,,,0.08,,1.07,0.0,97.0765,,1.48,0.0,,,0.0,0.006,,0.007,0.28,,,0.0005,,,
2529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.08,,1.07,0.0,97.0765,,1.48,0.0,,,0.0,0.006,,0.007,0.28,,,0.0005,,,
253,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,530.0,0.0,,,,,0.15,,0.30000000000000004,,,,1.6,0.08,,,,0.035,,0.035,0.75,,,1.75,,,
2530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.08,,1.07,0.0,97.0765,,1.48,0.0,,,0.0,0.006,,0.007,0.28,,,0.0005,,,
2531,0.0,0.0,0.0,17.8,0.0,0.0,0.0,1.0,200.0,0.0,69.7,0.0,0.0,687.0,0.0,591.0,,,,,0.075,,1.55,0.0,96.6025,,1.48,0.0,,,0.0,0.005,,0.007,0.28,,,0.0005,,,
2532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,1.55,0.0,96.6025,,1.48,0.0,,,0.0,0.005,,0.007,0.28,,,0.0005,,,
2533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,1.55,0.0,96.6025,,1.48,0.0,,,0.0,0.005,,0.007,0.28,,,0.0005,,,
2534,0.0,0.0,0.0,18.5,0.0,0.0,0.0,1.0,200.0,0.0,68.6,0.0,0.0,730.0,0.0,637.0,,,,,0.076,,1.96,0.0,96.2295,,1.44,0.0,,,0.0,0.007,,0.007,0.28,,,0.0005,,,
2535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,1.96,0.0,96.2295,,1.44,0.0,,,0.0,0.007,,0.007,0.28,,,0.0005,,,
2536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,1.96,0.0,96.2295,,1.44,0.0,,,0.0,0.007,,0.007,0.28,,,0.0005,,,
2537,0.0,0.0,0.0,26.6,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,535.0,0.0,453.0,,,,,0.08,,0.0,0.55,97.6455,,1.47,0.0,,,0.0,0.007,,0.007,0.24,,,0.0005,,,
2538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.08,,0.0,0.55,97.6455,,1.47,0.0,,,0.0,0.007,,0.007,0.24,,,0.0005,,,
2539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.08,,0.0,0.55,97.6455,,1.47,0.0,,,0.0,0.007,,0.007,0.24,,,0.0005,,,
254,0.0,69.5,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,0.0,567.5,0.0,,,,,0.07,,,,,,1.35,,,,,0.015,,0.015,0.5,,,,,,
2540,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,200.0,0.0,75.0,0.0,0.0,566.0,0.0,492.0,,,,,0.075,,0.0,1.06,97.2005,,1.4100000000000001,0.0,,,0.0,0.008,,0.006,0.24,,,0.0005,,,
2541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,0.0,1.06,97.2005,,1.4100000000000001,0.0,,,0.0,0.008,,0.006,0.24,,,0.0005,,,
2542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,0.0,1.06,97.2005,,1.4100000000000001,0.0,,,0.0,0.008,,0.006,0.24,,,0.0005,,,
2543,0.0,0.0,0.0,23.2,0.0,0.0,0.0,1.0,200.0,0.0,70.8,0.0,0.0,638.0,0.0,559.0,,,,,0.074,,0.0,1.63,96.6975,,1.3599999999999999,0.0,,,0.0,0.01,,0.008,0.22,,,0.0005,,,
2544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.074,,0.0,1.63,96.6975,,1.3599999999999999,0.0,,,0.0,0.01,,0.008,0.22,,,0.0005,,,
2545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.074,,0.0,1.63,96.6975,,1.3599999999999999,0.0,,,0.0,0.01,,0.008,0.22,,,0.0005,,,
2546,0.0,0.0,0.0,27.6,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,533.0,0.0,460.0,,,,,0.074,,0.0,0.0,98.1695,,1.46,0.0,,,0.0,0.008,,0.008,0.28,,,0.0005,,,
2547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.074,,0.0,0.0,98.1695,,1.46,0.0,,,0.0,0.008,,0.008,0.28,,,0.0005,,,
2548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.074,,0.0,0.0,98.1695,,1.46,0.0,,,0.0,0.008,,0.008,0.28,,,0.0005,,,
2549,0.0,0.0,0.0,27.2,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,551.0,0.0,498.0,,,,,0.076,,0.0,0.0,97.2295,,1.48,0.0,,,0.9500000000000001,0.006,,0.008,0.25,,,0.0005,,,
255,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,415.0,0.0,,,,,0.15,,,,,,1.8250000000000002,0.35000000000000003,,,0.9,0.03,,0.03,0.8,,,,,,
2550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.0,97.2295,,1.48,0.0,,,0.9500000000000001,0.006,,0.008,0.25,,,0.0005,,,
2551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.0,97.2295,,1.48,0.0,,,0.9500000000000001,0.006,,0.008,0.25,,,0.0005,,,
2552,0.0,0.0,0.0,25.6,0.0,0.0,0.0,1.0,200.0,0.0,78.0,0.0,0.0,622.0,0.0,555.0,,,,,0.068,,0.0,0.0,95.9465,,1.46,0.0,,,2.24,0.007,,0.008,0.27,,,0.0005,,,
2553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.068,,0.0,0.0,95.9465,,1.46,0.0,,,2.24,0.007,,0.008,0.27,,,0.0005,,,
2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.068,,0.0,0.0,95.9465,,1.46,0.0,,,2.24,0.007,,0.008,0.27,,,0.0005,,,
2555,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,200.0,0.0,71.9,0.0,0.0,680.0,0.0,604.0,,,,,0.075,,0.0,0.0,95.0405,,1.46,0.0,,,3.15,0.006,,0.008,0.26,,,0.0005,,,
2556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,0.0,0.0,95.0405,,1.46,0.0,,,3.15,0.006,,0.008,0.26,,,0.0005,,,
2557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,0.0,0.0,95.0405,,1.46,0.0,,,3.15,0.006,,0.008,0.26,,,0.0005,,,
2558,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,200.0,0.0,77.0,0.0,0.0,600.0,0.0,560.0,,,,,0.076,,0.0,0.0,92.908,,1.49,0.25,,,0.0,0.008,,0.008,0.26,,,5.0,,,
2559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.0,92.908,,1.49,0.25,,,0.0,0.008,,0.008,0.26,,,5.0,,,
256,0.0,41.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,480.0,0.0,,,,,0.1,,,,,,1.8,0.365,,,0.725,0.015,,0.01,0.42,,,,,,
2560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.0,92.908,,1.49,0.25,,,0.0,0.008,,0.008,0.26,,,5.0,,,
2561,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,200.0,0.0,74.0,0.0,0.0,642.0,0.0,596.0,,,,,0.075,,0.0,0.0,92.69,,1.46,0.5,,,0.0,0.007,,0.008,0.26,,,5.0,,,
2562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,0.0,0.0,92.69,,1.46,0.5,,,0.0,0.007,,0.008,0.26,,,5.0,,,
2563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,0.0,0.0,92.69,,1.46,0.5,,,0.0,0.007,,0.008,0.26,,,5.0,,,
2564,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,200.0,0.0,70.8,0.0,0.0,720.0,0.0,650.0,,,,,0.075,,0.0,0.0,92.149,,1.44,1.07,,,0.0,0.008,,0.008,0.25,,,5.0,,,
2565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,0.0,0.0,92.149,,1.44,1.07,,,0.0,0.008,,0.008,0.25,,,5.0,,,
2566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.075,,0.0,0.0,92.149,,1.44,1.07,,,0.0,0.008,,0.008,0.25,,,5.0,,,
2567,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,200.0,0.0,73.0,0.0,0.0,672.0,0.0,624.0,,,,,0.079,,1.03,0.0,97.0125,,1.56,0.0,,,0.0,0.011,,0.007,0.30000000000000004,,,0.0005,,,
2568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.079,,1.03,0.0,97.0125,,1.56,0.0,,,0.0,0.011,,0.007,0.30000000000000004,,,0.0005,,,
2569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.079,,1.03,0.0,97.0125,,1.56,0.0,,,0.0,0.011,,0.007,0.30000000000000004,,,0.0005,,,
257,0.0,131.5,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,0.0,585.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2570,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1.0,200.0,0.0,73.0,0.0,0.0,710.0,0.0,650.0,,,,,0.073,,1.53,0.0,96.5595,,1.53,0.0,,,0.0,0.01,,0.007,0.29,,,0.0005,,,
2571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.073,,1.53,0.0,96.5595,,1.53,0.0,,,0.0,0.01,,0.007,0.29,,,0.0005,,,
2572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.073,,1.53,0.0,96.5595,,1.53,0.0,,,0.0,0.01,,0.007,0.29,,,0.0005,,,
2573,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,200.0,0.0,67.5,0.0,0.0,772.0,0.0,706.0,,,,,0.078,,1.96,0.0,96.1745,,1.48,0.0,,,0.0,0.01,,0.007,0.29,,,0.0005,,,
2574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.078,,1.96,0.0,96.1745,,1.48,0.0,,,0.0,0.01,,0.007,0.29,,,0.0005,,,
2575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.078,,1.96,0.0,96.1745,,1.48,0.0,,,0.0,0.01,,0.007,0.29,,,0.0005,,,
2576,0.0,0.0,0.0,27.6,0.0,0.0,0.0,1.0,200.0,0.0,78.9,0.0,0.0,557.0,0.0,495.0,,,,,0.076,,0.0,0.53,97.6285,,1.48,0.0,,,0.0,0.008,,0.007,0.27,,,0.0005,,,
2577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.53,97.6285,,1.48,0.0,,,0.0,0.008,,0.007,0.27,,,0.0005,,,
2578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.076,,0.0,0.53,97.6285,,1.48,0.0,,,0.0,0.008,,0.007,0.27,,,0.0005,,,
2579,0.0,0.0,0.0,27.4,0.0,0.0,0.0,1.0,200.0,0.0,77.4,0.0,0.0,563.0,0.0,487.0,,,,,0.077,,0.0,1.08,97.1475,,1.43,0.0,,,0.0,0.008,,0.007,0.25,,,0.0005,,,
258,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,400.0,0.0,,,,,0.1,,0.4,,,,1.55,0.375,,,1.875,,,,0.6000000000000001,,,,,,
2580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.077,,0.0,1.08,97.1475,,1.43,0.0,,,0.0,0.008,,0.007,0.25,,,0.0005,,,
2581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.077,,0.0,1.08,97.1475,,1.43,0.0,,,0.0,0.008,,0.007,0.25,,,0.0005,,,
2582,0.0,0.0,0.0,25.8,0.0,0.0,0.0,1.0,200.0,0.0,75.0,0.0,0.0,625.0,0.0,570.0,,,,,0.069,,0.0,1.6,96.6945,,1.37,0.0,,,0.0,0.009000000000000001,,0.007,0.25,,,0.0005,,,
2583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.069,,0.0,1.6,96.6945,,1.37,0.0,,,0.0,0.009000000000000001,,0.007,0.25,,,0.0005,,,
2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.069,,0.0,1.6,96.6945,,1.37,0.0,,,0.0,0.009000000000000001,,0.007,0.25,,,0.0005,,,
2585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,,,,,0.088,,8.2,,88.697,,0.89,0.96,,,0.5700000000000001,0.017,,0.008,0.39,,,0.18,,,
2586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,,,,,0.088,,8.6,,88.667,,0.55,0.98,,,0.52,0.017,,0.008,0.38,,,0.19,,,
2587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,,,,,0.098,,8.6,,87.287,,1.63,0.98,,,0.79,0.017,,0.008,0.39,,,0.2,,,
2588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,,,,,0.1,,8.9,,88.236,,0.93,1.02,,,0.23,0.016,,0.008,0.36,,,0.2,,,
2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.0,,,,,0.1,,8.6,,88.266,,0.9,0.98,,,0.6000000000000001,0.016,,0.008,0.35000000000000003,,,0.18,,,
259,0.0,43.5,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.5,0.0,472.5,0.0,,,,,0.045,,0.11,,,,1.675,0.45,,,2.25,,,,0.47500000000000003,,,,,,
2590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,,,,,0.088,,8.4,,88.547,,0.88,0.9400000000000001,,,0.5700000000000001,0.017,,0.008,0.36,,,0.19,,,
2591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,,,,,0.09,,8.2,,89.326,,0.89,0.9400000000000001,,,0.17,0.016,,0.008,0.34,,,0.02,,,
