,"C(Min,Max)%","Cr(Min,Max)%",Elong %,Hydrogen Ml/100gm,"Mn(Min,Max)%","Mo(Min,Max)%",Moisture,"Ni(Min,Max)%","P (Min,Max)%","S (Min,Max)%","Si (Min,Max)%","UTS(Kg/mm2)(Min,Max%","V(Min ,Max%)",YS(Kgf/mm2),"Cb(Min,Max)%","Cu(Min, Max)",UTS,Hardness,Ferrite (Fn),Hardness_Scale
51,0.1,0.1,22.0,,0.6,0.15,,0.15,,,0.5,215.0,,165.0,,,,,,HRC
52,0.1,0.1,22.0,,0.6,0.15,,0.15,,,0.5,215.0,,165.0,,,,,,HRC
53,0.06,0.1,11.0,,0.375,0.15,,0.15,0.0225,0.0225,0.2,475.0,0.04,165.0,,,,,,HRC
54,0.1,0.1,22.0,,0.6,0.15,,0.15,,,0.5,215.0,,165.0,,,,,,HRC
55,0.1,0.1,22.0,,0.6,0.15,,0.15,,,0.5,215.0,,165.0,,,,,,HRC
56,0.1,0.1,22.0,,0.6,0.15,,0.15,,,0.5,215.0,,165.0,,,,,,HRC
57,0.06,0.1,11.0,,0.375,0.15,,0.15,0.0225,0.0225,0.2,475.0,0.04,165.0,,,,,,HRC
58,0.1,0.1,22.0,,0.6,0.15,,0.15,,,0.5,215.0,,165.0,,,,,,HRC
59,0.1,0.1,22.0,,0.6,0.15,,0.15,,,0.5,215.0,,165.0,,,,,,HRC
60,0.1,0.1,22.0,,0.6,0.15,,0.15,,,0.5,215.0,,165.0,,,,,,HRC
61,0.06,0.1,8.5,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
62,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
63,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
64,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
65,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
66,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
67,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
68,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
69,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
70,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
71,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
72,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
73,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
74,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
75,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
76,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
77,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
78,0.1,0.1,8.5,,0.6,0.15,,0.15,,,0.5,215.0,0.04,165.0,,,,,,HRC
79,0.06,,11.0,,0.375,,,,0.0225,0.0225,0.2,475.0,,165.0,,,,,,HRC
80,0.06,,11.0,,0.375,,,,0.0225,0.0225,0.2,475.0,,165.0,,,,,,HRC
81,0.06,,11.0,,0.375,,,,0.0225,0.0225,0.2,475.0,,165.0,,,,,,HRC
82,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
83,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
84,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
85,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
86,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
87,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
88,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
89,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
90,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
91,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
92,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
93,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
94,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
95,0.06,0.1,11.0,,0.375,0.15,,0.15,0.0225,0.0225,0.2,475.0,0.04,165.0,,,,,,HRC
96,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
97,0.06,0.1,11.0,,0.375,0.15,,0.15,0.0225,0.0225,0.2,475.0,0.04,165.0,,,,,,HRC
98,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
99,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
100,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
101,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
102,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
103,0.06,0.1,11.0,,0.375,0.15,,0.15,0.0225,0.0225,0.2,475.0,0.04,165.0,,,,,,HRC
104,0.06,0.1,11.0,,0.325,0.15,,0.15,0.0175,0.0175,0.175,475.0,0.04,165.0,,,,,,HRC
105,0.06,,26.0,,0.375,,,,0.0225,0.0225,0.2,475.0,,165.0,,,,,,HRC
106,0.06,,26.0,,0.375,,,,0.0225,0.0225,0.2,475.0,,165.0,,,,,,HRC
107,0.06,,26.0,,0.375,,,,0.0225,0.0225,0.2,475.0,,165.0,,,,,,HRC
108,0.06,,26.0,,0.375,,,,0.0225,0.0225,0.2,475.0,,165.0,,,,,,HRC
109,0.06,,26.0,,0.375,,,,0.0225,0.0225,0.2,475.0,,165.0,,,,,,HRC
110,0.05,20.0,15.0,,3.0,,,33.5,0.015,0.0075,0.25,,,,,0.25,550,,,HRC
111,0.105,0.075,,,1.625,0.075,,0.075,0.0125,0.0175,0.975,,0.015,,,0.25,,,,HRC
112,0.105,0.075,,,1.625,0.075,,0.075,0.0125,0.0175,0.975,,0.015,,,0.25,,,,HRC
113,0.105,0.075,,,1.625,0.075,,0.075,0.0125,0.0175,0.975,,0.015,,,0.25,,,,HRC
114,,,,,,,,,,,,,,,,,,,,HRC
115,0.05,0.1,28.5,,1.225,0.15,,0.25,0.015,0.015,0.6,580.0,0.04,470.0,,0.175,,,,HRC
116,0.05,0.1,28.5,,1.275,0.15,,0.25,0.015,0.015,0.6,580.0,0.04,470.0,,0.175,,,,HRC
117,0.05,0.1,28.5,,1.275,0.15,,0.25,0.015,0.015,0.6,580.0,0.04,470.0,,0.175,,,,HRC
118,0.05,0.1,28.5,,1.225,0.15,,0.25,0.015,0.015,0.6,580.0,0.04,470.0,,0.175,,,,HRC
119,0.05,0.1,28.5,,1.225,0.15,,0.25,0.015,0.015,0.6,580.0,0.04,470.0,,0.175,,,,HRC
120,0.05,0.1,28.5,,1.225,0.15,,0.25,0.015,0.015,0.6,580.0,0.04,470.0,,0.175,,,,HRC
121,0.05,0.1,28.5,,1.225,0.15,,0.25,0.015,0.015,0.6,580.0,0.04,470.0,,0.175,,,,HRC
122,0.05,0.1,28.5,,1.275,0.15,,0.25,0.015,0.015,0.6,580.0,0.04,470.0,,0.175,,,,HRC
123,0.08499999999999999,1.25,59.5,,0.625,0.525,,,0.015,0.015,0.4,620.0,,535.0,,,,,,HRC
124,0.075,0.075,27.0,,1.125,0.175,,1.5,0.015,0.015,0.4,620.0,0.025,535.0,,,,,,HRC
125,0.08499999999999999,1.25,24.5,,0.875,0.525,,,0.015,0.015,0.5,620.0,,510.0,,,,,,HRC
126,0.06,0.575,24.5,,0.9,,,0.6000000000000001,0.015,0.015,0.575,620.0,,735.0,,0.525,,,,HRC
127,0.035,0.075,,,1.15,0.075,,0.075,0.0125,0.0175,0.55,,,,,0.25,,,,HRC
128,0.035,0.075,,,1.15,0.075,,0.075,0.0125,0.0175,0.55,,0.015,,,0.25,,,,HRC
129,0.035,0.075,,,1.15,0.075,,0.075,0.0125,0.0175,0.55,,0.015,,,0.25,,,,HRC
130,0.035,0.075,,,1.15,0.075,,0.075,0.0125,0.0175,0.55,,,,,0.25,,,,HRC
131,0.035,0.075,,,1.15,0.075,,0.075,0.0125,0.0175,0.55,,,,,0.25,,,,HRC
132,0.035,0.075,,,1.15,0.075,,0.075,0.0125,0.0175,0.55,,,,,0.25,,,,HRC
133,0.035,0.075,,,1.15,0.075,,0.075,0.0125,0.0175,0.55,,,,,0.25,,,,HRC
134,0.035,0.075,,,1.15,0.075,,0.075,0.0125,0.0175,0.55,,,,,0.25,,,,HRC
135,0.035,0.075,,,1.15,0.075,,0.075,0.0125,0.0175,0.55,,,,,0.25,,,,HRC
136,0.105,0.075,,,1.625,0.075,,0.075,0.0125,0.0175,0.975,,0.015,,,0.25,,,,HRC
137,0.105,0.075,,,1.625,0.075,,0.075,0.0125,0.0175,0.975,,0.015,,,0.25,,,,HRC
138,0.105,0.075,,,1.625,0.075,,0.075,0.0125,0.0175,0.975,,0.015,,,0.25,,,,HRC
139,0.105,0.075,,,1.625,0.075,,0.075,0.0125,0.0175,0.975,,0.015,,,0.25,,,,HRC
140,0.095,,8.5,,1.85,0.5,,0.075,0.0125,0.0125,0.65,275.0,,235.0,,0.25,,,,HRC
141,0.095,,8.5,,1.85,0.5,,0.075,0.0125,0.0125,0.65,275.0,,235.0,,0.25,,,,HRC
142,0.06,0.075,12.0,,0.625,0.175,,0.075,0.0125,0.0125,0.6000000000000001,275.0,0.025,235.0,,0.175,,,,HRC
143,0.06,0.075,12.0,,0.625,0.175,,0.075,0.0125,0.0125,0.6000000000000001,275.0,0.025,235.0,,0.175,,,,HRC
144,0.095,,8.5,,1.85,0.5,,0.075,0.0125,0.0125,0.65,310.0,,270.0,,0.25,,,,HRC
145,0.06,,9.5,,0.65,0.525,,0.1,0.0125,0.0125,0.5,257.5,,200.0,,0.175,,,,HRC
146,0.06,,9.5,,0.65,0.525,,0.1,0.0125,0.0125,0.5,257.5,,200.0,,0.175,,,,HRC
147,0.06,,9.5,,0.65,0.525,,0.1,0.0125,0.0125,0.5,257.5,,200.0,,0.175,,,,HRC
148,0.06,,9.5,,0.65,0.525,,0.1,0.0125,0.0125,0.5,257.5,,200.0,,0.175,,,,HRC
149,0.095,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,275.0,,235.0,,0.175,,,,HRC
150,0.095,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,275.0,,235.0,,0.175,,,,HRC
151,0.095,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,275.0,,235.0,,0.175,,,,HRC
152,0.095,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,275.0,,235.0,,0.175,,,,HRC
153,0.095,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,275.0,,235.0,,0.175,,,,HRC
154,0.095,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,275.0,,235.0,,0.175,,,,HRC
155,0.095,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,275.0,,235.0,,0.175,,,,HRC
156,0.095,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,275.0,,235.0,,0.175,,,,HRC
157,0.025,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,257.5,,235.0,,0.175,,,,HRC
158,0.025,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,257.5,,235.0,,0.175,,,,HRC
159,0.025,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,257.5,,235.0,,0.175,,,,HRC
160,0.025,1.35,9.5,,0.55,0.525,,0.1,0.0125,0.0125,0.55,257.5,,235.0,,0.175,,,,HRC
161,0.095,2.5,8.5,,0.55,1.05,,0.1,0.0125,0.0125,0.55,310.0,,270.0,,0.175,,,,HRC
162,0.095,2.5,8.5,,0.55,1.05,,0.1,0.0125,0.0125,0.55,310.0,,270.0,,0.175,,,,HRC
163,0.095,2.5,8.5,,0.55,1.05,,0.1,0.0125,0.0125,0.55,310.0,,270.0,,0.175,,,,HRC
164,0.095,2.5,8.5,,0.55,1.05,,0.1,0.0125,0.0125,0.55,310.0,,270.0,,0.175,,,,HRC
165,0.025,2.5,8.5,,0.55,1.05,,0.1,0.0125,0.0125,0.55,275.0,,235.0,,0.175,,,,HRC
166,0.05,5.25,8.5,,0.55,0.55,,0.3,0.0125,0.0125,0.25,235.0,,285.0,,0.175,,,,HRC
167,0.05,5.25,8.5,,0.55,0.55,,0.3,0.0125,0.0125,0.25,235.0,,285.0,,0.175,,,,HRC
168,0.05,5.25,8.5,,0.55,0.55,,0.3,0.0125,0.0125,0.25,235.0,,285.0,,0.175,,,,HRC
169,0.05,5.25,8.5,,0.55,0.55,,0.3,0.0125,0.0125,0.25,235.0,,285.0,,0.175,,,,HRC
170,0.05,9.25,8.5,,0.55,1.0,,0.25,0.0125,0.0125,0.25,275.0,,285.0,,0.175,,,,HRC
171,0.05,9.25,8.5,,0.55,1.0,,0.25,0.0125,0.0125,0.25,275.0,,285.0,,0.175,,,,HRC
172,0.05,9.25,8.5,,0.55,1.0,,0.25,0.0125,0.0125,0.25,275.0,,285.0,,0.175,,,,HRC
173,0.05,9.25,8.5,,0.55,1.0,,0.25,0.0125,0.0125,0.25,275.0,,285.0,,0.175,,,,HRC
174,0.1,9.25,8.0,,0.6,1.025,,0.4,0.005,0.005,0.325,310.0,0.22499999999999998,205.0,,0.1,,,,HRC
175,0.1,9.25,8.0,,0.6,1.025,,0.4,0.005,0.005,0.325,310.0,0.22499999999999998,205.0,,0.1,,,,HRC
176,0.1,9.25,8.0,,0.6,1.025,,0.4,0.005,0.005,0.325,310.0,0.22499999999999998,205.0,,0.1,,,,HRC
177,0.1,9.25,8.0,,0.6,1.025,,0.4,0.005,0.005,0.325,310.0,0.22499999999999998,205.0,,0.1,,,,HRC
178,0.095,,8.5,,1.85,0.5,,0.075,0.0125,0.0125,0.65,275.0,,235.0,,0.25,,,,HRC
179,0.095,,8.5,,1.85,0.5,,0.075,0.0125,0.0125,0.65,275.0,,235.0,,0.25,,,,HRC
180,0.095,,8.5,,1.85,0.5,,0.075,0.0125,0.0125,0.65,275.0,,235.0,,0.25,,,,HRC
181,0.06,12.5,10.0,,0.3,0.375,,0.3,0.015,0.015,0.25,,,,,0.375,520 ,,,HRC
182,0.06,12.5,10.0,,0.3,0.375,,0.3,0.015,0.015,0.25,,,,,0.375,520 ,,,HRC
183,0.06,12.5,10.0,,0.3,0.375,,0.3,0.015,0.015,0.25,,,,,0.375,520 ,,,HRC
184,0.05,21.5,15.0,,0.25,9.0,,29.0,0.01,0.0075,0.25,,,,,0.25,760,,,HRC
185,0.05,21.5,15.0,,0.25,9.0,,29.0,0.01,0.0075,0.25,,,,,0.25,760,,,HRC
186,0.05,21.5,15.0,,0.25,9.0,,29.0,0.01,0.0075,0.25,,,,,0.25,760,,,HRC
187,0.05,21.5,15.0,,0.25,9.0,,29.0,0.01,0.0075,0.25,,,,,0.25,760,,,HRC
188,0.1,22.0,10.0,,0.5,9.0,,,0.015,0.0075,0.5,,,,,0.25,620 ,,,HRC
189,0.075,,65.0,,2.0,,,65.5,0.01,0.0075,0.625,,,,,,480,,,HRC
190,0.075,,65.0,,2.0,,,65.5,0.01,0.0075,0.625,,,,,,480,,,HRC
191,0.075,,65.0,,2.0,,,65.5,0.01,0.0075,0.625,,,,,,480,,,HRC
192,0.075,,65.0,,2.0,,,65.5,0.01,0.0075,0.625,,,,,,480,,,HRC
193,0.075,,10.0,,0.5,,,46.5,0.015,0.0075,0.375,,,,,0.125,380,,,HRC
194,0.075,,10.0,,0.5,,,46.5,0.015,0.0075,0.375,,,,,0.125,380,,,HRC
195,0.075,,10.0,,0.5,,,46.5,0.015,0.0075,0.375,,,,,0.125,380,,,HRC
196,0.075,,10.0,,0.5,,,46.5,0.015,0.0075,0.375,,,,,0.125,380,,,HRC
197,0.075,,10.0,,0.5,,,46.5,0.015,0.0075,0.375,,,,,0.125,380,,,HRC
198,0.01,15.5,12.5,,0.5,16.0,,,0.02,0.015,0.04,,0.175,,,0.25,690  ,,,HRC
199,0.01,15.5,12.5,,0.5,16.0,,,0.02,0.015,0.04,,0.175,,,0.25,690  ,,,HRC
200,0.01,15.5,12.5,,0.5,16.0,,,0.02,0.015,0.04,,0.175,,,0.25,690  ,,,HRC
201,0.01,15.5,12.5,,0.5,16.0,,,0.02,0.015,0.04,,0.175,,,0.25,690  ,,,HRC
202,0.0075,21.25,12.5,,0.25,13.5,,,0.01,0.005,0.04,,0.175,,,0.25,,,,HRC
203,0.015,22.5,,,1.25,3.0,,8.5,0.015,0.015,0.45,,,,,0.375,,,,HRC
204,0.015,22.5,,,1.25,3.0,,8.5,0.015,0.015,0.45,,,,,0.375,,,,HRC
205,0.015,22.5,,,1.25,3.0,,8.5,0.015,0.015,0.45,,,,,0.375,,,,HRC
206,0.015,22.5,,,1.25,3.0,,8.5,0.015,0.015,0.45,,,,,0.375,,,,HRC
207,0.02,25.5,7.5,,0.75,3.4,,5.5,0.02,0.015,0.5,380.0,,,,1.875,,,,HRC
208,0.02,25.5,,,0.75,3.4,,5.5,0.02,0.015,0.5,,,,,1.875,,,,HRC
209,0.015,25.5,7.5,,1.25,3.5,,9.25,0.015,0.01,0.5,,,,,0.75,760 ,,,HRC
210,0.015,25.5,7.5,,1.25,3.5,,9.25,0.015,0.01,0.5,,,,,0.75,760 ,,,HRC
211,0.015,25.5,7.5,,1.25,3.5,,9.25,0.015,0.01,0.5,,,,,0.75,760 ,,,HRC
212,0.015,25.5,7.5,,1.25,3.5,,9.25,0.015,0.01,0.5,,,,,0.75,760 ,,,HRC
213,0.015,25.5,7.5,,1.25,3.5,,9.25,0.015,0.01,0.5,,,,,0.75,760 ,,,HRC
214,0.02,19.0,,,1.75,,,10.0,0.02,0.015,0.475,,,,,,570 ,,,HRC
215,0.02,19.0,,,1.75,,,10.0,0.02,0.015,0.475,,,,,,570 ,,,HRC
216,0.02,19.0,,,1.75,,,10.0,0.02,0.015,0.475,,,,,,570 ,,,HRC
217,0.02,19.0,,,1.75,,,10.0,0.02,0.015,0.475,,,,,,570 ,,,HRC
218,0.04,20.75,17.5,,1.75,0.375,,10.0,0.015,0.015,0.475,,,,,0.375,550,,,HRC
219,0.04,20.75,17.5,,1.75,0.375,,10.0,0.015,0.015,0.475,,,,,0.375,550,,,HRC
220,0.04,20.75,17.5,,1.75,0.375,,10.0,0.015,0.015,0.475,,,,,0.375,550,,,HRC
221,0.06,20.75,17.5,,1.75,0.25,,10.0,0.015,0.015,0.475,,,,,0.375,550,,,HRC
222,0.06,20.75,17.5,,1.75,0.25,,10.0,0.015,0.015,0.475,775.0,,,,0.375,550,,,HRC
223,0.06,20.75,17.5,,1.75,0.25,,10.0,0.015,0.015,0.475,,,,,0.375,550,,,HRC
224,0.06,20.75,17.5,,1.75,0.25,,10.0,0.015,0.015,0.475,,,,,0.375,550,,,HRC
225,0.015,20.75,17.5,,1.75,0.375,,10.0,0.015,0.015,0.475,260.0,,,,0.375,520,,,HRC
226,0.015,20.75,17.5,,1.75,0.375,,10.0,0.015,0.015,0.475,260.0,,,,0.375,520,,,HRC
227,0.015,20.75,17.5,,1.75,0.375,,10.0,0.015,0.015,0.475,260.0,,,,0.375,520,,,HRC
228,0.015,20.75,17.5,,1.75,0.375,,10.0,0.015,0.015,0.475,260.0,,,,0.375,520,,,HRC
229,0.015,20.75,17.5,,1.75,0.375,,10.0,0.015,0.015,0.475,260.0,,,,0.375,520,,,HRC
230,0.015,20.75,17.5,,1.75,0.375,,10.0,0.015,0.015,0.475,260.0,,,,0.375,520,,,HRC
231,0.015,20.75,17.5,,1.75,0.375,,10.0,0.015,0.015,0.475,260.0,,,,0.375,520,,,HRC
232,0.06,24.0,15.0,,1.75,0.375,,13.0,0.015,0.015,0.475,,,,,0.375,550 ,,,HRC
233,0.06,24.0,15.0,,1.75,0.375,,13.0,0.015,0.015,0.475,,,,,0.375,550 ,,,HRC
234,0.06,24.0,15.0,,1.75,0.375,,13.0,0.015,0.015,0.475,,,,,0.375,550 ,,,HRC
235,0.06,24.0,15.0,,1.75,0.375,,13.0,0.015,0.015,0.475,,,,,0.375,550 ,,,HRC
236,0.015,24.0,15.0,,1.75,0.375,,13.0,0.015,0.015,0.475,,,,,0.375,520 ,,,HRC
237,0.015,24.0,15.0,,1.75,0.375,,13.0,0.015,0.015,0.475,,,,,0.375,520 ,,,HRC
238,0.015,24.0,15.0,,1.75,0.375,,13.0,0.015,0.015,0.475,,,,,0.375,520 ,,,HRC
239,0.015,24.0,15.0,,1.75,0.375,,13.0,0.015,0.015,0.475,,,,,0.375,520 ,,,HRC
240,0.015,24.0,15.0,,1.75,0.375,,13.0,0.015,0.015,0.475,,,,,0.375,520 ,,,HRC
