,"C(Min,Max)%","Cr(Min,Max)%",Elong %,Hydrogen Ml/100gm,"Mn(Min,Max)%","Mo(Min,Max)%",Moisture,"Ni(Min,Max)%","P (Min,Max)%","S (Min,Max)%","Si (Min,Max)%","UTS(Kg/mm2)(Min,Max%","V(Min ,Max%)",YS(Kgf/mm2),"Cb(Min,Max)%","Cu(Min, Max)",UTS,Hardness,Ferrite (Fn),Hardness_Scale
488,,,,,,,,,,,,,,,,,,,,HRC
489,,,,,,,,,,,,,,,,,,,,HRC
490,,,,,,,,,,,,,,,,,,,,HRC
491,,,,,,,,,,,,,,,,,,,,HRC
492,,,,,,,,,,,,,,,,,,,,HRC
493,,,,,,,,,,,,,,,,,,,,HRC
494,,,,,,,,,,,,,,,,,,,,HRC
495,,,,,,,,,,,,,,,,,,,,HRC
496,,,,,,,,,,,,,,,,,,,,HRC
497,,,,,,,,,,,,,,,,,,,,HRC
498,,,,,,,,,,,,,,,,,,,,HRC
499,,,,,,,,,,,,,,,,,,,,HRC
500,,,,,,,,,,,,,,,,,,,,HRC
501,,,,,,,,,,,,,,,,,,,,HRC
502,,,,,,,,,,,,,,,,,,,,HRC
503,,,,,,,,,,,,,,,,,,,,HRC
504,,,,,,,,,,,,,,,,,,,,HRC
505,,,,,,,,,,,,,,,,,,,,HRC
506,,,,,,,,,,,,,,,,,,,,HRC
507,,,,,,,,,,,,,,,,,,,,HRC
508,,,,,,,,,,,,,,,,,,,,HRC
509,,,,,,,,,,,,,,,,,,,,HRC
510,,,,,,,,,,,,,,,,,,,,HRC
511,,,,,,,,,,,,,,,,,,,,HRC
512,,,,,,,,,,,,,,,,,,,,HRC
513,,,,,,,,,,,,,,,,,,,,HRC
514,,,,,,,,,,,,,,,,,,,,HRC
515,,,,,,,,,,,,,,,,,,,,HRC
516,,,,,,,,,,,,,,,,,,,,HRC
517,,,,,,,,,,,,,,,,,,,,HRC
518,,,,,,,,,,,,,,,,,,,,HRC
519,,,,,,,,,,,,,,,,,,,,HRC
520,,,,,,,,,,,,,,,,,,,,HRC
521,,,,,,,,,,,,,,,,,,,,HRC
522,,,,,,,,,,,,,,,,,,,,HRC
523,,,,,,,,,,,,,,,,,,,,HRC
524,,,,,,,,,,,,,,,,,,,,HRC
525,,,,,,,,,,,,,,,,,,,,HRC
526,,,,,,,,,,,,,,,,,,,,HRC
527,,,,,,,,,,,,,,,,,,,,HRC
528,,,,,,,,,,,,,,,,,,,,HRC
529,,,,,,,,,,,,,,,,,,,,HRC
530,,,,,,,,,,,,,,,,,,,,HRC
531,,,,,,,,,,,,,,,,,,,,HRC
532,,,,,,,,,,,,,,,,,,,,HRC
533,,,,,,,,,,,,,,,,,,,,HRC
534,,,,,,,,,,,,,,,,,,,,HRC
535,,,,,,,,,,,,,,,,,,,,HRC
536,,,,,,,,,,,,,,,,,,,,HRC
537,,,,,,,,,,,,,,,,,,,,HRC
538,,,,,,,,,,,,,,,,,,,,HRC
539,,,,,,,,,,,,,,,,,,,,HRC
540,,,,,,,,,,,,,,,,,,,,HRC
541,,,,,,,,,,,,,,,,,,,,HRC
542,,,,,,,,,,,,,,,,,,,,HRC
543,,,,,,,,,,,,,,,,,,,,HRC
544,,,,,,,,,,,,,,,,,,,,HRC
545,,,,,,,,,,,,,,,,,,,,HRC
546,,,,,,,,,,,,,,,,,,,,HRC
547,,,,,,,,,,,,,,,,,,,,HRC
548,,,,,,,,,,,,,,,,,,,,HRC
549,,,,,,,,,,,,,,,,,,,,HRC
550,,,,,,,,,,,,,,,,,,,,HRC
551,,,,,,,,,,,,,,,,,,,,HRC
552,,,,,,,,,,,,,,,,,,,,HRC
553,,,,,,,,,,,,,,,,,,,,HRC
554,,,,,,,,,,,,,,,,,,,,HRC
555,,,,,,,,,,,,,,,,,,,,HRC
556,,,,,,,,,,,,,,,,,,,,HRC
557,,,,,,,,,,,,,,,,,,,,HRC
558,,,,,,,,,,,,,,,,,,,,HRC
559,,,,,,,,,,,,,,,,,,,,HRC
560,,,,,,,,,,,,,,,,,,,,HRC
561,,,,,,,,,,,,,,,,,,,,HRC
562,,,,,,,,,,,,,,,,,,,,HRC
563,,,,,,,,,,,,,,,,,,,,HRC
564,,,,,,,,,,,,,,,,,,,,HRC
565,,,,,,,,,,,,,,,,,,,,HRC
566,,,,,,,,,,,,,,,,,,,,HRC
567,,,,,,,,,,,,,,,,,,,,HRC
568,,,,,,,,,,,,,,,,,,,,HRC
569,,,,,,,,,,,,,,,,,,,,HRC
570,,,,,,,,,,,,,,,,,,,,HRC
571,,,,,,,,,,,,,,,,,,,,HRC
572,,,,,,,,,,,,,,,,,,,,HRC
573,,,,,,,,,,,,,,,,,,,,HRC
574,,,,,,,,,,,,,,,,,,,,HRC
575,,,,,,,,,,,,,,,,,,,,HRC
576,,,,,,,,,,,,,,,,,,,,HRC
577,,,,,,,,,,,,,,,,,,,,HRC
578,,,,,,,,,,,,,,,,,,,,HRC
579,,,,,,,,,,,,,,,,,,,,HRC
580,,,,,,,,,,,,,,,,,,,,HRC
581,,,,,,,,,,,,,,,,,,,,HRC
582,,,,,,,,,,,,,,,,,,,,HRC
583,,,,,,,,,,,,,,,,,,,,HRC
584,,,,,,,,,,,,,,,,,,,,HRC
585,,,,,,,,,,,,,,,,,,,,HRC
586,,,,,,,,,,,,,,,,,,,,HRC
587,,,,,,,,,,,,,,,,,,,,HRC
588,,,,,,,,,,,,,,,,,,,,HRC
589,,,,,,,,,,,,,,,,,,,,HRC
590,,,,,,,,,,,,,,,,,,,,HRC
591,,,,,,,,,,,,,,,,,,,,HRC
592,,,,,,,,,,,,,,,,,,,,HRC
593,,,,,,,,,,,,,,,,,,,,HRC
594,,,,,,,,,,,,,,,,,,,,HRC
595,,,,,,,,,,,,,,,,,,,,HRC
596,,,,,,,,,,,,,,,,,,,,HRC
597,,,,,,,,,,,,,,,,,,,,HRC
598,,,,,,,,,,,,,,,,,,,,HRC
599,,,,,,,,,,,,,,,,,,,,HRC
600,,,,,,,,,,,,,,,,,,,,HRC
601,,,,,,,,,,,,,,,,,,,,HRC
602,,,,,,,,,,,,,,,,,,,,HRC
603,,,,,,,,,,,,,,,,,,,,HRC
604,,,,,,,,,,,,,,,,,,,,HRC
605,,,,,,,,,,,,,,,,,,,,HRC
606,,,,,,,,,,,,,,,,,,,,HRC
607,,,,,,,,,,,,,,,,,,,,HRC
608,,,,,,,,,,,,,,,,,,,,HRC
609,,,,,,,,,,,,,,,,,,,,HRC
610,,,,,,,,,,,,,,,,,,,,HRC
611,,,,,,,,,,,,,,,,,,,,HRC
612,,,,,,,,,,,,,,,,,,,,HRC
613,,,,,,,,,,,,,,,,,,,,HRC
614,,,,,,,,,,,,,,,,,,,,HRC
615,,,,,,,,,,,,,,,,,,,,HRC
616,,,,,,,,,,,,,,,,,,,,HRC
617,,,,,,,,,,,,,,,,,,,,HRC
618,,,,,,,,,,,,,,,,,,,,HRC
619,,,,,,,,,,,,,,,,,,,,HRC
620,,,,,,,,,,,,,,,,,,,,HRC
621,,,,,,,,,,,,,,,,,,,,HRC
622,,,,,,,,,,,,,,,,,,,,HRC
623,0.05,,,,1.5,,,,,0.015,0.55,750.5,,,,,,,,HRC
624,,,,,,,,,,,,,,,,,,,,HRC
625,0.05,19.5,65.0,,6.0,,,9.0,,,,800.0,,,,,,38.0,,HRC
626,0.05,19.5,65.0,,6.0,,,9.0,,,,800.0,,,,,,38.0,,HRC
627,0.15,2.5,,,1.5,0.35,,,,,,,,,,,,32.5,,HRC
628,0.15,2.5,,,1.5,0.35,,,,,,,,,,,,32.5,,HRC
629,3.0,16.0,,,1.25,0.35,,,,,,,,,,,,,,nan
630,1.0,2.5,,,13.0,,,1.3,,,1.0,,,,,,,44.0,,HRC
631,1.0,2.5,,,13.0,,,1.3,,,1.0,,,,,,,44.0,,HRC
632,4.5,20.0,,,1.15,,,,,,1.4,,,,,,,,,HRC
633,4.5,20.0,,,1.15,,,,,,1.4,,,,,,,59.5,,HRC
634,4.5,20.0,,,1.15,,,,,,1.4,,,,,,,59.5,,HRC
635,5.0,,,,1.15,0.5,,,,,1.4,,,,,,,59.0,,HRC
636,5.0,,,,1.15,0.5,,,,,1.4,,,,,,,59.0,,HRC
637,0.08499999999999999,0.525,9.5,,0.45,0.525,,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
638,0.08499999999999999,0.525,9.5,,0.45,0.525,,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
639,0.08499999999999999,0.525,9.5,,0.45,0.525,,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
640,0.08499999999999999,0.525,9.5,,0.45,0.525,,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
641,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
642,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
643,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
644,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
645,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
646,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
647,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
648,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
649,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
650,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
651,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
652,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
653,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
654,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
655,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
656,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
657,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
658,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
659,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
660,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
661,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
662,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
663,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
664,0.08499999999999999,1.2,10.0,5.0,0.65,0.55,0.1,0.15,0.015,0.0125,0.4,275.0,,230.0,0.005,0.15,,,,HRC
665,0.08499999999999999,1.25,9.5,4.0,0.45,0.525,0.1,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
666,0.08499999999999999,1.25,9.5,,0.45,0.525,,,0.005,0.005,0.4,275.0,,230.0,,,,,,HRC
667,0.08499999999999999,1.25,9.5,,0.45,0.525,,,0.005,0.005,0.4,275.0,,230.0,,,,,,HRC
668,0.08499999999999999,1.25,9.5,,0.45,0.525,,,0.005,0.005,0.4,275.0,,230.0,,,,,,HRC
669,0.08499999999999999,1.25,9.5,,0.45,0.525,,,0.005,0.005,0.4,275.0,,230.0,,,,,,HRC
670,0.08499999999999999,1.25,9.5,,0.45,0.525,,,0.005,0.005,0.4,275.0,,230.0,,,,,,HRC
671,0.08499999999999999,1.25,9.5,,0.45,0.525,,,0.005,0.005,0.4,275.0,,230.0,,,,,,HRC
672,0.08499999999999999,1.25,9.5,,0.45,0.525,,,0.005,0.005,0.4,275.0,,230.0,,,,,,HRC
673,0.08499999999999999,1.25,9.5,,0.45,0.525,,,0.005,0.005,0.4,275.0,,230.0,,,,,,HRC
674,0.08499999999999999,1.25,9.5,,0.45,0.525,,,0.005,0.005,0.4,275.0,,230.0,,,,,,HRC
675,0.08499999999999999,1.25,9.5,5.0,0.45,0.525,0.1,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
676,0.08499999999999999,1.25,9.5,5.0,0.45,0.525,0.1,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
677,0.08499999999999999,1.25,9.5,5.0,0.45,0.525,0.1,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
678,0.08499999999999999,1.25,9.5,5.0,0.45,0.525,0.1,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
679,0.08499999999999999,1.25,9.5,5.0,0.45,0.525,0.1,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
680,0.08499999999999999,1.25,9.5,5.0,0.45,0.525,0.1,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
681,0.08499999999999999,1.25,9.5,5.0,0.45,0.525,0.1,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
682,0.185,11.0,57.5,,0.8500000000000001,1.0,,0.4,0.0125,0.0125,0.4,345.0,0.30000000000000004,275.0,,,,,,HRC
683,0.025,1.25,9.5,,0.45,0.525,,,0.015,0.015,0.4,260.0,,195.0,,,,,,HRC
684,0.025,1.25,9.5,,0.45,0.525,,,0.015,0.015,0.4,260.0,,195.0,,,,,,HRC
685,0.025,1.25,9.5,,0.45,0.525,,,0.015,0.015,0.4,260.0,,195.0,,,,,,HRC
686,0.025,1.25,9.5,,0.45,0.525,,,0.015,0.015,0.4,260.0,,195.0,,,,,,HRC
687,0.025,1.25,9.5,,0.45,0.525,,,0.015,0.015,0.4,260.0,,195.0,,,,,,HRC
688,0.025,1.25,9.5,,0.45,0.525,,,0.015,0.015,0.4,260.0,,195.0,,,,,,HRC
689,0.025,1.25,9.5,,0.45,0.525,,,0.015,0.015,0.4,260.0,,195.0,,,,,,HRC
690,0.025,1.25,9.5,5.0,0.45,0.525,,,0.005,0.005,0.4,260.0,,195.0,,,,,,HRC
691,0.025,1.25,9.5,5.0,0.45,0.525,,,0.005,0.005,0.4,260.0,,195.0,,,,,,HRC
692,0.025,1.25,9.5,5.0,0.45,0.525,,,0.005,0.005,0.4,260.0,,195.0,,,,,,HRC
693,0.025,1.25,9.5,5.0,0.45,0.525,0.1,,0.005,0.005,0.4,260.0,,195.0,,,,,,HRC
694,0.025,1.25,9.5,5.0,0.45,0.525,0.1,,0.005,0.005,0.4,260.0,,195.0,,,,,,HRC
695,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
696,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
697,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
698,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
699,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
700,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
701,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
702,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
703,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
704,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
705,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
706,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
707,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
708,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
709,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
710,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
711,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
712,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
713,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
714,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
715,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
716,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
717,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
718,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
719,0.08499999999999999,2.25,9.0,5.0,0.65,1.05,0.075,0.15,0.015,0.0125,0.4,310.0,,265.0,0.005,0.15,,,,HRC
720,0.08499999999999999,2.25,8.5,5.0,0.45,1.05,0.075,,0.015,0.015,0.3,310.0,,265.0,,,,,,HRC
721,0.08499999999999999,2.25,8.5,5.0,0.45,1.05,0.075,,0.015,0.015,0.3,310.0,,265.0,,,,,,HRC
722,0.08499999999999999,2.25,8.5,5.0,0.45,1.05,0.075,,0.015,0.015,0.3,310.0,,265.0,,,,,,HRC
723,0.08499999999999999,2.25,8.5,5.0,0.45,1.05,0.075,,0.015,0.015,0.3,310.0,,265.0,,,,,,HRC
724,0.08499999999999999,2.25,8.5,5.0,0.45,1.05,0.075,,0.015,0.015,0.4,310.0,,265.0,,,,,,HRC
725,0.08499999999999999,2.25,8.5,,0.45,1.05,,,0.015,0.015,0.4,310.0,,265.0,,,,,,HRC
726,0.08499999999999999,2.25,8.5,,0.45,1.05,,,0.015,0.015,0.4,310.0,,265.0,,,,,,HRC
727,0.08499999999999999,2.25,8.5,,0.45,1.05,,,0.015,0.015,0.4,310.0,,265.0,,,,,,HRC
728,0.08499999999999999,2.25,8.5,,0.45,1.05,,,0.015,0.015,0.4,310.0,,265.0,,,,,,HRC
729,0.08499999999999999,2.25,8.5,4.0,0.45,1.05,0.075,,0.015,0.015,0.4,310.0,,265.0,,,,,,HRC
730,0.08499999999999999,2.25,8.5,4.0,0.45,1.05,0.075,,0.015,0.015,0.4,310.0,,265.0,,,,,,HRC
731,0.08499999999999999,2.25,8.5,4.0,0.45,1.05,0.075,,0.015,0.015,0.4,310.0,,265.0,,,,,,HRC
732,0.095,1.25,9.5,,0.65,0.525,,,0.015,0.015,0.35,275.5,0.30000000000000004,230.5,,,,,,HRC
733,0.095,1.25,9.5,,0.65,0.525,,,0.015,0.015,0.35,275.5,0.30000000000000004,230.5,,,,,,HRC
734,0.095,1.25,9.5,,0.65,0.525,,,0.015,0.015,0.35,275.5,0.30000000000000004,230.5,,,,,,HRC
735,0.125,1.25,8.0,,0.5,1.1,,0.2,0.01,0.01,0.25,310.0,0.25,265.0,,,,,,HRC
736,0.125,1.25,8.0,,0.5,1.1,,0.2,0.01,0.01,0.25,310.0,0.25,265.0,,,,,,HRC
737,0.125,1.25,8.0,,0.5,1.1,,0.2,0.01,0.01,0.25,310.0,0.25,265.0,,,,,,HRC
738,0.08,2.4,8.5,5.0,0.5,0.15,0.075,0.25,0.0075,0.0075,0.3,310.0,0.22499999999999998,265.0,0.060000000000000005,0.125,,,,HRC
739,0.08,2.4,8.5,5.0,0.5,0.15,0.075,0.25,0.0075,0.0075,0.3,310.0,0.22499999999999998,265.0,0.060000000000000005,0.125,,,,HRC
740,0.08,2.4,8.5,5.0,0.5,0.15,0.075,0.25,0.0075,0.0075,0.3,310.0,0.22499999999999998,265.0,0.060000000000000005,0.125,,,,HRC
741,0.025,2.25,8.5,,0.45,1.05,,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
742,0.025,2.25,8.5,,0.45,1.05,,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
743,0.025,2.25,8.5,,0.45,1.05,,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
744,0.025,2.25,8.5,,0.45,1.05,,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
745,0.025,2.25,8.5,,0.45,1.05,,,0.015,0.015,0.4,275.0,,230.0,,,,,,HRC
746,0.07500000000000001,5.0,9.5,5.0,0.7,0.55,0.1,0.15,0.0125,0.0125,0.4,295.0,,230.0,0.005,0.15,,,,HRC
747,0.07500000000000001,5.0,9.5,5.0,0.7,0.55,0.1,0.15,0.0125,0.0125,0.4,295.0,,230.0,0.005,0.15,,,,HRC
748,0.07500000000000001,5.0,9.5,5.0,0.7,0.55,0.1,0.15,0.0125,0.0125,0.4,295.0,,230.0,0.005,0.15,,,,HRC
749,0.07500000000000001,5.0,9.5,5.0,0.7,0.55,0.1,0.15,0.0125,0.0125,0.4,295.0,,230.0,0.005,0.15,,,,HRC
750,0.07500000000000001,5.0,9.5,5.0,0.7,0.55,0.1,0.15,0.0125,0.0125,0.4,295.0,,230.0,0.005,0.15,,,,HRC
751,0.07500000000000001,5.0,9.5,5.0,0.7,0.55,0.1,0.15,0.0125,0.0125,0.4,295.0,,230.0,0.005,0.15,,,,HRC
752,0.07500000000000001,5.0,9.5,5.0,0.7,0.55,0.1,0.15,0.0125,0.0125,0.4,295.0,,230.0,0.005,0.15,,,,HRC
753,0.07500000000000001,5.0,9.5,5.0,0.7,0.55,0.1,0.15,0.0125,0.0125,0.4,295.0,,230.0,0.005,0.15,,,,HRC
754,0.07500000000000001,5.0,9.5,5.0,0.7,0.55,0.1,0.15,0.0125,0.0125,0.4,295.0,,230.0,0.005,0.15,,,,HRC
755,0.07500000000000001,5.0,9.5,5.0,0.7,0.55,0.1,0.15,0.0125,0.0125,0.4,295.0,,230.0,0.005,0.15,,,,HRC
756,0.07500000000000001,5.0,9.5,,0.5,0.55,,0.2,0.005,0.005,0.45,275.0,,230.0,,,,,,HRC
757,0.07500000000000001,5.0,9.5,,0.5,0.55,,0.2,0.005,0.005,0.45,275.0,,230.0,,,,,,HRC
758,0.07500000000000001,5.0,9.5,,0.5,0.55,,0.2,0.005,0.005,0.45,275.0,,230.0,,,,,,HRC
759,0.07500000000000001,5.0,9.5,,0.5,0.55,,0.2,0.005,0.005,0.45,275.0,,230.0,,,,,,HRC
760,0.025,5.0,9.5,5.0,0.5,0.55,0.1,0.2,0.015,0.015,0.45,275.0,,230.0,,,,,,HRC
761,0.025,5.0,9.5,5.0,0.5,0.55,0.1,0.2,0.015,0.015,0.45,275.0,,230.0,,,,,,HRC
762,0.025,5.0,9.5,,0.5,0.55,,0.2,0.015,0.015,0.45,275.0,,230.0,,,,,,HRC
763,0.025,5.0,9.5,,0.5,0.55,,0.2,0.015,0.015,0.45,275.0,,230.0,,,,,,HRC
764,0.025,5.0,9.5,,0.5,0.55,,0.2,0.015,0.015,0.45,275.0,,230.0,,,,,,HRC
765,0.025,5.0,9.5,,0.5,0.55,,0.2,0.015,0.015,0.45,275.0,,230.0,,,,,,HRC
766,0.025,5.0,9.5,,0.5,0.55,,0.2,0.015,0.015,0.45,275.0,,230.0,,,,,,HRC
767,0.025,5.0,9.5,,0.5,0.55,,0.2,0.015,0.015,0.45,275.0,,230.0,,,,,,HRC
768,0.07500000000000001,9.0,9.5,,0.7,1.05,,0.2,0.0125,0.0125,0.3,295.0,0.075,230.0,0.005,0.15,,,,HRC
769,0.07500000000000001,9.0,9.5,,0.7,1.05,,0.2,0.0125,0.0125,0.3,295.0,0.075,230.0,0.005,0.15,,,,HRC
770,0.07500000000000001,9.0,9.5,,0.7,1.05,,0.2,0.0125,0.0125,0.3,295.0,0.075,230.0,0.005,0.15,,,,HRC
771,0.07500000000000001,9.0,9.5,,0.7,1.05,,0.2,0.0125,0.0125,0.3,295.0,0.075,230.0,0.005,0.15,,,,HRC
772,0.07500000000000001,9.0,9.5,,0.7,1.05,,0.2,0.0125,0.0125,0.3,295.0,0.075,230.0,0.005,0.15,,,,HRC
773,0.07500000000000001,9.0,9.5,,0.7,1.05,,0.2,0.0125,0.0125,0.3,295.0,0.075,230.0,0.005,0.15,,,,HRC
774,0.07500000000000001,9.0,9.5,,0.7,1.05,,0.2,0.0125,0.0125,0.3,295.0,0.075,230.0,0.005,0.15,,,,HRC
775,0.07500000000000001,9.25,9.5,5.0,0.5,1.025,0.1,0.2,0.015,0.015,0.45,275.0,,230.0,,,,,,HRC
776,0.07500000000000001,9.25,9.5,5.0,0.5,1.025,0.1,0.2,0.015,0.015,0.45,275.0,,230.0,,,,,,HRC
777,0.10500000000000001,9.25,8.5,5.0,0.6,1.025,0.075,0.4,0.005,0.005,0.15,310.0,0.22499999999999998,265.0,0.060000000000000005,0.125,,,,HRC
778,0.10500000000000001,9.25,8.5,5.0,0.6,1.025,0.075,0.4,0.005,0.005,0.15,310.0,0.22499999999999998,265.0,0.060000000000000005,0.125,,,,HRC
