,Category,Charpy,DIN_W,Elongation,HT_Temp,Hardness_Scale,IE-20,Manual metal arc_Heat input,Manual metal arc_Interpass temperature,Nb+Ta,Ni+Co,Others,Redry_Time,Reduction of area,Rp0,Tensile,Ultimate tensile strength,Yield,Yield strength,extr,ind,elements
1674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,0.0,449.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,0.0,416.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,494.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,0.0,485.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,0.0,514.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,0.0,538.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
168,0.0,70.5,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,485.0,0.0,0.0,37.0,[]
1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,0.0,550.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,0.0,494.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,612.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,0.0,591.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,0.0,673.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,0.0,628.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,0.0,583.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,0.0,530.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,677.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,0.0,632.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
169,0.0,90.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,0.0,600.0,0.0,0.0,381.0,[]
1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,0.0,701.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.0,0.0,693.0,1.0,0.0,"['C', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si']"
1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
17,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,330.0,0.0,0.0,170.0,"['C', 'Cr', 'Mn', 'Mo', 'P', 'Si', 'V']"
170,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,530.0,0.0,0.0,383.0,"['C', 'Cr', 'Mn', 'Mo', 'Ni', 'P', 'Si']"
1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
171,0.0,75.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,0.0,590.0,0.0,0.0,384.0,[]
1710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
172,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,30.0,0.0,0.0,386.0,"['C', 'Cr', 'Mn', 'Mo', 'Ni', 'P', 'Si', 'V']"
1720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
173,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,640.0,0.0,0.0,387.0,[]
1730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
174,0.0,27.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,460.0,0.0,0.0,390.0,[]
1740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
175,0.0,100.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,0.0,500.0,0.0,0.0,391.0,[]
1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
176,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,400.0,0.0,0.0,393.0,"['C', 'Cr', 'Mn', 'Mo', 'Ni', 'P', 'Si', 'V']"
1760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
177,0.0,226.5,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.5,0.0,470.0,0.0,0.0,394.0,"['C', 'Cr', 'Mn', 'Mo', 'Ni', 'P', 'Si', 'V']"
1770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
1777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Fe', 'Mn', 'P', 'S', 'Si']"
