,Category,Charpy,DIN_W,Elongation,HT_Temp,Hardness_Scale,IE-20,Manual metal arc_Heat input,Manual metal arc_Interpass temperature,Nb+Ta,Ni+Co,Others,Redry_Time,Reduction of area,Rp0,Tensile,Ultimate tensile strength,Yield,Yield strength,extr,ind,elements
2460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2462,0.0,0.0,0.0,31.6,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,78.9,0.0,0.0,509.0,0.0,439.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2465,0.0,0.0,0.0,26.6,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,565.0,0.0,504.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2468,0.0,0.0,0.0,33.3,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,77.5,0.0,0.0,494.0,0.0,402.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
247,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,400.0,0.0,0.0,488.0,"['C', 'Mn', 'P', 'S', 'Si']"
2470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2471,0.0,0.0,0.0,31.8,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,501.0,0.0,423.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2474,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,78.9,0.0,0.0,537.0,0.0,461.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2477,0.0,0.0,0.0,29.4,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,557.0,0.0,477.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
248,0.0,74.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.5,0.0,455.0,0.0,0.0,489.0,[]
2480,0.0,0.0,0.0,24.6,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,78.6,0.0,0.0,519.0,0.0,436.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2483,0.0,0.0,0.0,27.2,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,565.0,0.0,483.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2486,0.0,0.0,0.0,23.6,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,644.0,0.0,565.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2489,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,77.9,0.0,0.0,558.0,0.0,490.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
249,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,460.0,0.0,0.0,491.0,"['C', 'Mn', 'P', 'S', 'Si']"
2490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2492,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,596.0,0.0,509.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2495,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,68.6,0.0,0.0,685.0,0.0,598.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2498,0.0,0.0,0.0,29.2,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,78.9,0.0,0.0,498.0,0.0,417.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
25,0.0,99.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,510.0,0.0,0.0,180.0,"['C', 'Cr', 'Mn', 'Mo', 'P', 'Si', 'V']"
250,0.0,59.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.5,0.0,540.0,0.0,0.0,492.0,[]
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2501,0.0,0.0,0.0,26.6,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,497.0,0.0,429.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2504,0.0,0.0,0.0,28.8,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,568.0,0.0,516.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2507,0.0,0.0,0.0,29.2,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,526.0,0.0,434.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
251,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,390.0,0.0,0.0,494.0,"['C', 'Cr', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2510,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,550.0,0.0,470.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2513,0.0,0.0,0.0,21.7,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,605.0,0.0,512.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2516,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,70.8,0.0,0.0,666.0,0.0,573.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2519,0.0,0.0,0.0,20.4,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,570.0,0.0,474.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
252,0.0,39.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,475.0,0.0,0.0,495.0,"['C', 'Mn', 'P', 'S', 'Si']"
2520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2522,0.0,0.0,0.0,19.4,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,610.0,0.0,523.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2525,0.0,0.0,0.0,19.2,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,68.6,0.0,0.0,699.0,0.0,594.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2528,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,68.6,0.0,0.0,658.0,0.0,570.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
253,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,530.0,0.0,0.0,497.0,"['C', 'Cr', 'Mn', 'Mo', 'P', 'S', 'Si', 'V']"
2530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2531,0.0,0.0,0.0,17.8,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,69.7,0.0,0.0,687.0,0.0,591.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2534,0.0,0.0,0.0,18.5,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,68.6,0.0,0.0,730.0,0.0,637.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2537,0.0,0.0,0.0,26.6,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,78.9,0.0,0.0,535.0,0.0,453.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
254,0.0,69.5,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,0.0,567.5,0.0,0.0,498.0,"['C', 'Mn', 'P', 'S', 'Si']"
2540,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,566.0,0.0,492.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2543,0.0,0.0,0.0,23.2,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,70.8,0.0,0.0,638.0,0.0,559.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2546,0.0,0.0,0.0,27.6,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,78.9,0.0,0.0,533.0,0.0,460.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
2547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['C', 'Cr', 'Cu', 'Fe', 'Mn', 'Mo', 'Ni', 'P', 'S', 'Si', 'V']"
